municipio,año,casos,poblacion,casos_per_100k,key
CIMITARRA,1987,4,35307.0,11.329198175999094,CIMITARRA_1987
CIMITARRA,1988,6,35307.0,16.99379726399864,CIMITARRA_1988
CIMITARRA,1989,4,35307.0,11.329198175999094,CIMITARRA_1989
CIMITARRA,1990,9,35307.0,25.490695895997963,CIMITARRA_1990
CIMITARRA,1991,6,35307.0,16.99379726399864,CIMITARRA_1991
CIMITARRA,1992,2,35307.0,5.664599087999547,CIMITARRA_1992
CIMITARRA,1993,3,35307.0,8.49689863199932,CIMITARRA_1993
CIMITARRA,1995,6,35307.0,16.99379726399864,CIMITARRA_1995
CIMITARRA,1996,1,35307.0,2.8322995439997736,CIMITARRA_1996
CIMITARRA,1997,4,35307.0,11.329198175999094,CIMITARRA_1997
CIMITARRA,1998,7,35307.0,19.826096807998415,CIMITARRA_1998
CIMITARRA,1999,2,35307.0,5.664599087999547,CIMITARRA_1999
CIMITARRA,2000,8,35307.0,22.65839635199819,CIMITARRA_2000
CIMITARRA,2001,8,35307.0,22.65839635199819,CIMITARRA_2001
CIMITARRA,2002,4,35307.0,11.329198175999094,CIMITARRA_2002
CIMITARRA,2003,8,35307.0,22.65839635199819,CIMITARRA_2003
CIMITARRA,2004,8,35307.0,22.65839635199819,CIMITARRA_2004
CIMITARRA,2005,3,35307.0,8.49689863199932,CIMITARRA_2005
CIMITARRA,2006,3,35307.0,8.49689863199932,CIMITARRA_2006
CIMITARRA,2008,1,35307.0,2.8322995439997736,CIMITARRA_2008
CIMITARRA,2010,1,35307.0,2.8322995439997736,CIMITARRA_2010
CIMITARRA,2015,1,35307.0,2.8322995439997736,CIMITARRA_2015
CIRCASIA,1988,1,30220.0,3.309066843150232,CIRCASIA_1988
CIRCASIA,2002,1,30220.0,3.309066843150232,CIRCASIA_2002
CIRCASIA,2011,1,30220.0,3.309066843150232,CIRCASIA_2011
CIRCASIA,2012,1,30220.0,3.309066843150232,CIRCASIA_2012
CIRCASIA,2013,3,30220.0,9.927200529450694,CIRCASIA_2013
CIRCASIA,2014,2,30220.0,6.618133686300464,CIRCASIA_2014
CISNEROS,1991,3,10406.0,28.829521429944265,CISNEROS_1991
CISNEROS,1992,2,10406.0,19.219680953296173,CISNEROS_1992
CISNEROS,1994,1,10406.0,9.609840476648086,CISNEROS_1994
CISNEROS,1995,1,10406.0,9.609840476648086,CISNEROS_1995
CISNEROS,1996,3,10406.0,28.829521429944265,CISNEROS_1996
CISNEROS,1997,2,10406.0,19.219680953296173,CISNEROS_1997
CISNEROS,2000,3,10406.0,28.829521429944265,CISNEROS_2000
CISNEROS,2001,1,10406.0,9.609840476648086,CISNEROS_2001
CISNEROS,2002,1,10406.0,9.609840476648086,CISNEROS_2002
CISNEROS,2007,1,10406.0,9.609840476648086,CISNEROS_2007
CIUDAD BOLIVAR,1988,6,,,CIUDAD BOLIVAR_1988
CIUDAD BOLIVAR,1989,5,,,CIUDAD BOLIVAR_1989
CIUDAD BOLIVAR,1990,4,,,CIUDAD BOLIVAR_1990
CIUDAD BOLIVAR,1991,1,,,CIUDAD BOLIVAR_1991
CIUDAD BOLIVAR,1992,4,,,CIUDAD BOLIVAR_1992
CIUDAD BOLIVAR,1995,1,,,CIUDAD BOLIVAR_1995
CIUDAD BOLIVAR,1996,7,,,CIUDAD BOLIVAR_1996
CIUDAD BOLIVAR,1997,17,,,CIUDAD BOLIVAR_1997
CIUDAD BOLIVAR,1998,11,,,CIUDAD BOLIVAR_1998
CIUDAD BOLIVAR,1999,7,,,CIUDAD BOLIVAR_1999
CIUDAD BOLIVAR,2000,12,,,CIUDAD BOLIVAR_2000
CIUDAD BOLIVAR,2001,3,,,CIUDAD BOLIVAR_2001
CIUDAD BOLIVAR,2002,3,,,CIUDAD BOLIVAR_2002
CIUDAD BOLIVAR,2003,7,,,CIUDAD BOLIVAR_2003
CIUDAD BOLIVAR,2004,2,,,CIUDAD BOLIVAR_2004
CIUDAD BOLIVAR,2007,2,,,CIUDAD BOLIVAR_2007
CIUDAD BOLIVAR,2020,1,,,CIUDAD BOLIVAR_2020
CLEMENCIA,2002,1,16006.0,6.247657128576784,CLEMENCIA_2002
CLEMENCIA,2003,1,16006.0,6.247657128576784,CLEMENCIA_2003
COCORNA,1989,6,,,COCORNA_1989
COCORNA,1990,3,,,COCORNA_1990
COCORNA,1991,4,,,COCORNA_1991
COCORNA,1992,8,,,COCORNA_1992
COCORNA,1994,12,,,COCORNA_1994
COCORNA,1995,4,,,COCORNA_1995
COCORNA,1996,16,,,COCORNA_1996
COCORNA,1997,9,,,COCORNA_1997
COCORNA,1998,23,,,COCORNA_1998
COCORNA,1999,32,,,COCORNA_1999
COCORNA,2000,47,,,COCORNA_2000
COCORNA,2001,44,,,COCORNA_2001
COCORNA,2002,38,,,COCORNA_2002
COCORNA,2003,13,,,COCORNA_2003
COCORNA,2004,9,,,COCORNA_2004
COCORNA,2005,1,,,COCORNA_2005
COCORNA,2007,1,,,COCORNA_2007
COCORNA,2024,1,,,COCORNA_2024
COELLO,1990,1,8383.0,11.92890373374687,COELLO_1990
COELLO,1991,4,8383.0,47.71561493498748,COELLO_1991
COELLO,2001,2,8383.0,23.85780746749374,COELLO_2001
COELLO,2002,1,8383.0,11.92890373374687,COELLO_2002
COELLO,2006,1,8383.0,11.92890373374687,COELLO_2006
COELLO,2009,1,8383.0,11.92890373374687,COELLO_2009
COLOMBIA,1987,1,7233.0,13.825521913452231,COLOMBIA_1987
COLOMBIA,1988,1,7233.0,13.825521913452231,COLOMBIA_1988
COLOMBIA,1989,1,7233.0,13.825521913452231,COLOMBIA_1989
COLOMBIA,1999,3,7233.0,41.4765657403567,COLOMBIA_1999
COLOMBIA,2000,3,7233.0,41.4765657403567,COLOMBIA_2000
COLOMBIA,2001,1,7233.0,13.825521913452231,COLOMBIA_2001
COLOMBIA,2002,4,7233.0,55.302087653808925,COLOMBIA_2002
COLOMBIA,2003,5,7233.0,69.12760956726116,COLOMBIA_2003
COLOMBIA,2004,5,7233.0,69.12760956726116,COLOMBIA_2004
COLOMBIA,2007,5,7233.0,69.12760956726116,COLOMBIA_2007
COLOMBIA,2008,3,7233.0,41.4765657403567,COLOMBIA_2008
COLOMBIA,2009,2,7233.0,27.651043826904463,COLOMBIA_2009
COLOMBIA,2011,5,7233.0,69.12760956726116,COLOMBIA_2011
COLOMBIA,2012,1,7233.0,13.825521913452231,COLOMBIA_2012
COLOMBIA,2017,1,7233.0,13.825521913452231,COLOMBIA_2017
COLON,1989,1,,,COLON_1989
COLON,1991,2,,,COLON_1991
COLON,1999,2,,,COLON_1999
COLON,2000,1,,,COLON_2000
COLON,2002,6,,,COLON_2002
COLON,2003,1,,,COLON_2003
COLON,2004,1,,,COLON_2004
COLON,2006,1,,,COLON_2006
COLON,2012,1,,,COLON_2012
COLON,2018,1,,,COLON_2018
COLOSO,1989,4,,,COLOSO_1989
COLOSO,1990,2,,,COLOSO_1990
COLOSO,1991,1,,,COLOSO_1991
COLOSO,1992,2,,,COLOSO_1992
COLOSO,1993,2,,,COLOSO_1993
COLOSO,1995,2,,,COLOSO_1995
COLOSO,1996,8,,,COLOSO_1996
COLOSO,1997,2,,,COLOSO_1997
COLOSO,1998,14,,,COLOSO_1998
COLOSO,1999,8,,,COLOSO_1999
COLOSO,2000,9,,,COLOSO_2000
COLOSO,2001,15,,,COLOSO_2001
COLOSO,2002,7,,,COLOSO_2002
COLOSO,2003,5,,,COLOSO_2003
COLOSO,2004,6,,,COLOSO_2004
COLOSO,2005,1,,,COLOSO_2005
COLOSO,2022,1,,,COLOSO_2022
COMBITA,2000,1,,,COMBITA_2000
COMBITA,2002,1,,,COMBITA_2002
CONCEPCION,1987,1,,,CONCEPCION_1987
CONCEPCION,1989,6,,,CONCEPCION_1989
CONCEPCION,1990,1,,,CONCEPCION_1990
CONCEPCION,1992,3,,,CONCEPCION_1992
CONCEPCION,1995,2,,,CONCEPCION_1995
CONCEPCION,1996,1,,,CONCEPCION_1996
CONCEPCION,1997,1,,,CONCEPCION_1997
CONCEPCION,1998,3,,,CONCEPCION_1998
CONCEPCION,1999,9,,,CONCEPCION_1999
CONCEPCION,2000,7,,,CONCEPCION_2000
CONCEPCION,2001,4,,,CONCEPCION_2001
CONCEPCION,2002,2,,,CONCEPCION_2002
CONCEPCION,2003,1,,,CONCEPCION_2003
CONCEPCION,2007,1,,,CONCEPCION_2007
CONCEPCION,2008,1,,,CONCEPCION_2008
CONCEPCION,2016,2,,,CONCEPCION_2016
CONCORDIA,1988,1,22713.0,4.402764936380047,CONCORDIA_1988
CONCORDIA,1988,1,11618.0,8.607333448097778,CONCORDIA_1988
CONCORDIA,1989,1,22713.0,4.402764936380047,CONCORDIA_1989
CONCORDIA,1989,1,11618.0,8.607333448097778,CONCORDIA_1989
CONCORDIA,1991,1,22713.0,4.402764936380047,CONCORDIA_1991
CONCORDIA,1991,1,11618.0,8.607333448097778,CONCORDIA_1991
CONCORDIA,1996,1,22713.0,4.402764936380047,CONCORDIA_1996
CONCORDIA,1996,1,11618.0,8.607333448097778,CONCORDIA_1996
CONCORDIA,1997,12,22713.0,52.83317923656056,CONCORDIA_1997
CONCORDIA,1997,12,11618.0,103.28800137717334,CONCORDIA_1997
CONCORDIA,1998,4,22713.0,17.611059745520187,CONCORDIA_1998
CONCORDIA,1998,4,11618.0,34.42933379239111,CONCORDIA_1998
CONCORDIA,1999,6,22713.0,26.41658961828028,CONCORDIA_1999
CONCORDIA,1999,6,11618.0,51.64400068858667,CONCORDIA_1999
CONCORDIA,2000,9,22713.0,39.62488442742042,CONCORDIA_2000
CONCORDIA,2000,9,11618.0,77.46600103288002,CONCORDIA_2000
CONCORDIA,2001,9,22713.0,39.62488442742042,CONCORDIA_2001
CONCORDIA,2001,9,11618.0,77.46600103288002,CONCORDIA_2001
CONCORDIA,2002,2,22713.0,8.805529872760093,CONCORDIA_2002
CONCORDIA,2002,2,11618.0,17.214666896195556,CONCORDIA_2002
CONCORDIA,2003,1,22713.0,4.402764936380047,CONCORDIA_2003
CONCORDIA,2003,1,11618.0,8.607333448097778,CONCORDIA_2003
CONCORDIA,2004,3,22713.0,13.20829480914014,CONCORDIA_2004
CONCORDIA,2004,3,11618.0,25.822000344293336,CONCORDIA_2004
CONCORDIA,2005,1,22713.0,4.402764936380047,CONCORDIA_2005
CONCORDIA,2005,1,11618.0,8.607333448097778,CONCORDIA_2005
CONCORDIA,2006,1,22713.0,4.402764936380047,CONCORDIA_2006
CONCORDIA,2006,1,11618.0,8.607333448097778,CONCORDIA_2006
CONCORDIA,2022,1,22713.0,4.402764936380047,CONCORDIA_2022
CONCORDIA,2022,1,11618.0,8.607333448097778,CONCORDIA_2022
CONDOTO,1996,2,12658.0,15.800284405119292,CONDOTO_1996
CONDOTO,2000,1,12658.0,7.900142202559646,CONDOTO_2000
CONDOTO,2002,1,12658.0,7.900142202559646,CONDOTO_2002
CONDOTO,2003,3,12658.0,23.70042660767894,CONDOTO_2003
CONDOTO,2004,2,12658.0,15.800284405119292,CONDOTO_2004
CONDOTO,2005,1,12658.0,7.900142202559646,CONDOTO_2005
CONDOTO,2007,4,12658.0,31.600568810238585,CONDOTO_2007
CONDOTO,2008,1,12658.0,7.900142202559646,CONDOTO_2008
CONDOTO,2009,2,12658.0,15.800284405119292,CONDOTO_2009
CONDOTO,2013,2,12658.0,15.800284405119292,CONDOTO_2013
CONDOTO,2015,3,12658.0,23.70042660767894,CONDOTO_2015
CONDOTO,2016,1,12658.0,7.900142202559646,CONDOTO_2016
CONDOTO,2017,4,12658.0,31.600568810238585,CONDOTO_2017
CONDOTO,2019,1,12658.0,7.900142202559646,CONDOTO_2019
CONFINES,2002,2,3380.0,59.171597633136095,CONFINES_2002
CONFINES,2005,1,3380.0,29.585798816568047,CONFINES_2005
CONSACA,1997,1,,,CONSACA_1997
CONSACA,2000,1,,,CONSACA_2000
CONSACA,2003,1,,,CONSACA_2003
CONTADERO,2002,1,7251.0,13.791201213625708,CONTADERO_2002
CONTADERO,2013,1,7251.0,13.791201213625708,CONTADERO_2013
CONTADERO,2014,1,7251.0,13.791201213625708,CONTADERO_2014
CONTADERO,2015,1,7251.0,13.791201213625708,CONTADERO_2015
CONTRATACION,1987,1,,,CONTRATACION_1987
CONTRATACION,1991,1,,,CONTRATACION_1991
CONTRATACION,1992,2,,,CONTRATACION_1992
CONTRATACION,1997,1,,,CONTRATACION_1997
CONTRATACION,1999,1,,,CONTRATACION_1999
CONTRATACION,2001,1,,,CONTRATACION_2001
CONTRATACION,2002,2,,,CONTRATACION_2002
CONTRATACION,2003,4,,,CONTRATACION_2003
CONVENCION,1985,1,,,CONVENCION_1985
CONVENCION,1986,1,,,CONVENCION_1986
CONVENCION,1987,2,,,CONVENCION_1987
CONVENCION,1988,11,,,CONVENCION_1988
CONVENCION,1990,3,,,CONVENCION_1990
CONVENCION,1991,9,,,CONVENCION_1991
CONVENCION,1992,6,,,CONVENCION_1992
CONVENCION,1993,2,,,CONVENCION_1993
CONVENCION,1994,4,,,CONVENCION_1994
CONVENCION,1995,3,,,CONVENCION_1995
CONVENCION,1996,2,,,CONVENCION_1996
CONVENCION,1997,4,,,CONVENCION_1997
CONVENCION,1998,4,,,CONVENCION_1998
CONVENCION,1999,6,,,CONVENCION_1999
CONVENCION,2000,4,,,CONVENCION_2000
CONVENCION,2001,14,,,CONVENCION_2001
CONVENCION,2002,10,,,CONVENCION_2002
CONVENCION,2003,7,,,CONVENCION_2003
CONVENCION,2004,5,,,CONVENCION_2004
CONVENCION,2005,3,,,CONVENCION_2005
CONVENCION,2006,7,,,CONVENCION_2006
CONVENCION,2007,9,,,CONVENCION_2007
CONVENCION,2008,3,,,CONVENCION_2008
CONVENCION,2009,12,,,CONVENCION_2009
CONVENCION,2010,6,,,CONVENCION_2010
CONVENCION,2011,4,,,CONVENCION_2011
CONVENCION,2012,8,,,CONVENCION_2012
CONVENCION,2013,20,,,CONVENCION_2013
CONVENCION,2014,7,,,CONVENCION_2014
CONVENCION,2015,1,,,CONVENCION_2015
CONVENCION,2016,1,,,CONVENCION_2016
CONVENCION,2017,3,,,CONVENCION_2017
CONVENCION,2018,3,,,CONVENCION_2018
CONVENCION,2019,2,,,CONVENCION_2019
CONVENCION,2020,3,,,CONVENCION_2020
CONVENCION,2021,1,,,CONVENCION_2021
CONVENCION,2022,7,,,CONVENCION_2022
CONVENCION,2023,3,,,CONVENCION_2023
COPACABANA,1987,1,85706.0,1.1667794553473503,COPACABANA_1987
COPACABANA,1991,1,85706.0,1.1667794553473503,COPACABANA_1991
COPACABANA,1994,2,85706.0,2.3335589106947006,COPACABANA_1994
COPACABANA,1998,3,85706.0,3.5003383660420506,COPACABANA_1998
COPACABANA,1999,6,85706.0,7.000676732084101,COPACABANA_1999
COPACABANA,2000,1,85706.0,1.1667794553473503,COPACABANA_2000
COPACABANA,2001,5,85706.0,5.833897276736751,COPACABANA_2001
COPACABANA,2002,5,85706.0,5.833897276736751,COPACABANA_2002
COPACABANA,2003,2,85706.0,2.3335589106947006,COPACABANA_2003
COPACABANA,2004,2,85706.0,2.3335589106947006,COPACABANA_2004
COPACABANA,2005,1,85706.0,1.1667794553473503,COPACABANA_2005
COPACABANA,2012,1,85706.0,1.1667794553473503,COPACABANA_2012
COPACABANA,2019,1,85706.0,1.1667794553473503,COPACABANA_2019
CORDOBA,1987,1,,,CORDOBA_1987
CORDOBA,1989,1,,,CORDOBA_1989
CORDOBA,1992,1,,,CORDOBA_1992
CORDOBA,1994,1,,,CORDOBA_1994
CORDOBA,1995,3,,,CORDOBA_1995
CORDOBA,1996,2,,,CORDOBA_1996
CORDOBA,1997,2,,,CORDOBA_1997
CORDOBA,1998,3,,,CORDOBA_1998
CORDOBA,1999,2,,,CORDOBA_1999
CORDOBA,2000,27,,,CORDOBA_2000
CORDOBA,2001,9,,,CORDOBA_2001
CORDOBA,2002,8,,,CORDOBA_2002
CORDOBA,2003,11,,,CORDOBA_2003
CORDOBA,2004,4,,,CORDOBA_2004
CORDOBA,2005,3,,,CORDOBA_2005
CORDOBA,2006,1,,,CORDOBA_2006
CORDOBA,2007,2,,,CORDOBA_2007
CORDOBA,2008,1,,,CORDOBA_2008
CORDOBA,2009,4,,,CORDOBA_2009
CORDOBA,2010,2,,,CORDOBA_2010
CORDOBA,2012,2,,,CORDOBA_2012
CORDOBA,2013,2,,,CORDOBA_2013
CORDOBA,2015,1,,,CORDOBA_2015
CORDOBA,2018,1,,,CORDOBA_2018
CORINTO,1985,3,26053.0,11.514988676927802,CORINTO_1985
CORINTO,1987,1,26053.0,3.8383295589759334,CORINTO_1987
CORINTO,1988,6,26053.0,23.029977353855603,CORINTO_1988
CORINTO,1989,1,26053.0,3.8383295589759334,CORINTO_1989
CORINTO,1990,1,26053.0,3.8383295589759334,CORINTO_1990
CORINTO,1992,1,26053.0,3.8383295589759334,CORINTO_1992
CORINTO,1994,1,26053.0,3.8383295589759334,CORINTO_1994
CORINTO,1997,2,26053.0,7.676659117951867,CORINTO_1997
CORINTO,1998,2,26053.0,7.676659117951867,CORINTO_1998
CORINTO,2000,4,26053.0,15.353318235903734,CORINTO_2000
CORINTO,2001,7,26053.0,26.868306912831535,CORINTO_2001
CORINTO,2002,7,26053.0,26.868306912831535,CORINTO_2002
CORINTO,2003,6,26053.0,23.029977353855603,CORINTO_2003
CORINTO,2004,3,26053.0,11.514988676927802,CORINTO_2004
CORINTO,2005,4,26053.0,15.353318235903734,CORINTO_2005
CORINTO,2006,3,26053.0,11.514988676927802,CORINTO_2006
CORINTO,2007,4,26053.0,15.353318235903734,CORINTO_2007
CORINTO,2008,6,26053.0,23.029977353855603,CORINTO_2008
CORINTO,2009,5,26053.0,19.191647794879668,CORINTO_2009
CORINTO,2010,12,26053.0,46.059954707711206,CORINTO_2010
CORINTO,2012,4,26053.0,15.353318235903734,CORINTO_2012
CORINTO,2017,1,26053.0,3.8383295589759334,CORINTO_2017
CORINTO,2018,3,26053.0,11.514988676927802,CORINTO_2018
CORINTO,2019,2,26053.0,7.676659117951867,CORINTO_2019
CORINTO,2020,4,26053.0,15.353318235903734,CORINTO_2020
CORINTO,2021,4,26053.0,15.353318235903734,CORINTO_2021
CORINTO,2022,1,26053.0,3.8383295589759334,CORINTO_2022
CORINTO,2024,1,26053.0,3.8383295589759334,CORINTO_2024
COROMORO,1998,2,5155.0,38.797284190106694,COROMORO_1998
COROMORO,2002,1,5155.0,19.398642095053347,COROMORO_2002
COROMORO,2003,4,5155.0,77.59456838021339,COROMORO_2003
COROZAL,1990,2,73282.0,2.7291831554815644,COROZAL_1990
COROZAL,1992,2,73282.0,2.7291831554815644,COROZAL_1992
COROZAL,1996,2,73282.0,2.7291831554815644,COROZAL_1996
COROZAL,1997,3,73282.0,4.093774733222347,COROZAL_1997
COROZAL,1998,3,73282.0,4.093774733222347,COROZAL_1998
COROZAL,1999,2,73282.0,2.7291831554815644,COROZAL_1999
COROZAL,2000,1,73282.0,1.3645915777407822,COROZAL_2000
COROZAL,2001,4,73282.0,5.458366310963129,COROZAL_2001
COROZAL,2002,1,73282.0,1.3645915777407822,COROZAL_2002
COROZAL,2003,7,73282.0,9.552141044185475,COROZAL_2003
COROZAL,2004,6,73282.0,8.187549466444693,COROZAL_2004
COROZAL,2005,2,73282.0,2.7291831554815644,COROZAL_2005
CORRALES,1999,2,2595.0,77.07129094412332,CORRALES_1999
CORRALES,2002,1,2595.0,38.53564547206166,CORRALES_2002
COTA,2001,1,40807.0,2.4505599529492486,COTA_2001
COTA,2002,2,40807.0,4.901119905898497,COTA_2002
COTORRA,2009,1,19970.0,5.007511266900351,COTORRA_2009
COVARACHIA,2003,1,,,COVARACHIA_2003
COVEÑAS,2002,1,20185.0,4.954173891503592,COVEÑAS_2002
COVEÑAS,2003,1,20185.0,4.954173891503592,COVEÑAS_2003
COVEÑAS,2004,1,20185.0,4.954173891503592,COVEÑAS_2004
COVEÑAS,2012,1,20185.0,4.954173891503592,COVEÑAS_2012
COVEÑAS,2022,1,20185.0,4.954173891503592,COVEÑAS_2022
COYAIMA,1987,1,22656.0,4.413841807909605,COYAIMA_1987
COYAIMA,1988,1,22656.0,4.413841807909605,COYAIMA_1988
COYAIMA,1989,2,22656.0,8.82768361581921,COYAIMA_1989
COYAIMA,1990,2,22656.0,8.82768361581921,COYAIMA_1990
COYAIMA,1991,2,22656.0,8.82768361581921,COYAIMA_1991
COYAIMA,1992,1,22656.0,4.413841807909605,COYAIMA_1992
COYAIMA,1993,1,22656.0,4.413841807909605,COYAIMA_1993
COYAIMA,1994,2,22656.0,8.82768361581921,COYAIMA_1994
COYAIMA,1996,1,22656.0,4.413841807909605,COYAIMA_1996
COYAIMA,1997,2,22656.0,8.82768361581921,COYAIMA_1997
COYAIMA,1998,2,22656.0,8.82768361581921,COYAIMA_1998
COYAIMA,1999,2,22656.0,8.82768361581921,COYAIMA_1999
COYAIMA,2000,1,22656.0,4.413841807909605,COYAIMA_2000
COYAIMA,2001,7,22656.0,30.896892655367235,COYAIMA_2001
COYAIMA,2002,9,22656.0,39.72457627118644,COYAIMA_2002
COYAIMA,2003,10,22656.0,44.13841807909605,COYAIMA_2003
COYAIMA,2004,3,22656.0,13.241525423728813,COYAIMA_2004
COYAIMA,2005,4,22656.0,17.65536723163842,COYAIMA_2005
COYAIMA,2006,4,22656.0,17.65536723163842,COYAIMA_2006
COYAIMA,2009,1,22656.0,4.413841807909605,COYAIMA_2009
COYAIMA,2012,1,22656.0,4.413841807909605,COYAIMA_2012
COYAIMA,2016,2,22656.0,8.82768361581921,COYAIMA_2016
CRAVO NORTE,1985,1,4341.0,23.0361667818475,CRAVO NORTE_1985
CRAVO NORTE,1989,4,4341.0,92.14466712739,CRAVO NORTE_1989
CRAVO NORTE,1990,4,4341.0,92.14466712739,CRAVO NORTE_1990
CRAVO NORTE,1991,2,4341.0,46.072333563695,CRAVO NORTE_1991
CRAVO NORTE,1993,1,4341.0,23.0361667818475,CRAVO NORTE_1993
CRAVO NORTE,1994,1,4341.0,23.0361667818475,CRAVO NORTE_1994
CRAVO NORTE,1995,3,4341.0,69.1085003455425,CRAVO NORTE_1995
CRAVO NORTE,1996,5,4341.0,115.1808339092375,CRAVO NORTE_1996
CRAVO NORTE,1998,2,4341.0,46.072333563695,CRAVO NORTE_1998
CRAVO NORTE,1999,2,4341.0,46.072333563695,CRAVO NORTE_1999
CRAVO NORTE,2000,3,4341.0,69.1085003455425,CRAVO NORTE_2000
CRAVO NORTE,2002,4,4341.0,92.14466712739,CRAVO NORTE_2002
CRAVO NORTE,2003,7,4341.0,161.25316747293252,CRAVO NORTE_2003
CRAVO NORTE,2004,2,4341.0,46.072333563695,CRAVO NORTE_2004
CRAVO NORTE,2005,2,4341.0,46.072333563695,CRAVO NORTE_2005
CRAVO NORTE,2012,1,4341.0,23.0361667818475,CRAVO NORTE_2012
CUASPUD CARLOSAMA,2000,1,,,CUASPUD CARLOSAMA_2000
CUASPUD CARLOSAMA,2002,3,,,CUASPUD CARLOSAMA_2002
CUASPUD CARLOSAMA,2015,1,,,CUASPUD CARLOSAMA_2015
CUBARA,1986,2,,,CUBARA_1986
CUBARA,1987,1,,,CUBARA_1987
CUBARA,1988,2,,,CUBARA_1988
CUBARA,1989,3,,,CUBARA_1989
CUBARA,1990,6,,,CUBARA_1990
CUBARA,1991,7,,,CUBARA_1991
CUBARA,1992,2,,,CUBARA_1992
CUBARA,1993,1,,,CUBARA_1993
CUBARA,1994,1,,,CUBARA_1994
CUBARA,1995,1,,,CUBARA_1995
CUBARA,1997,3,,,CUBARA_1997
CUBARA,1998,3,,,CUBARA_1998
CUBARA,1999,8,,,CUBARA_1999
CUBARA,2000,1,,,CUBARA_2000
CUBARA,2001,5,,,CUBARA_2001
CUBARA,2002,3,,,CUBARA_2002
CUBARA,2003,1,,,CUBARA_2003
CUBARA,2005,1,,,CUBARA_2005
CUBARA,2006,4,,,CUBARA_2006
CUBARA,2007,1,,,CUBARA_2007
CUBARA,2009,1,,,CUBARA_2009
CUBARA,2012,2,,,CUBARA_2012
CUBARA,2013,1,,,CUBARA_2013
CUBARA,2014,4,,,CUBARA_2014
CUBARA,2015,2,,,CUBARA_2015
CUBARA,2016,2,,,CUBARA_2016
CUBARA,2017,1,,,CUBARA_2017
CUBARA,2018,3,,,CUBARA_2018
CUBARRAL,1986,1,7235.0,13.821700069108502,CUBARRAL_1986
CUBARRAL,1990,1,7235.0,13.821700069108502,CUBARRAL_1990
CUBARRAL,1991,1,7235.0,13.821700069108502,CUBARRAL_1991
CUBARRAL,1992,3,7235.0,41.4651002073255,CUBARRAL_1992
CUBARRAL,1993,1,7235.0,13.821700069108502,CUBARRAL_1993
CUBARRAL,1996,2,7235.0,27.643400138217004,CUBARRAL_1996
CUBARRAL,1997,2,7235.0,27.643400138217004,CUBARRAL_1997
CUBARRAL,1999,6,7235.0,82.930200414651,CUBARRAL_1999
CUBARRAL,2001,3,7235.0,41.4651002073255,CUBARRAL_2001
CUBARRAL,2002,9,7235.0,124.3953006219765,CUBARRAL_2002
CUBARRAL,2003,1,7235.0,13.821700069108502,CUBARRAL_2003
CUBARRAL,2005,2,7235.0,27.643400138217004,CUBARRAL_2005
CUBARRAL,2008,3,7235.0,41.4651002073255,CUBARRAL_2008
CUBARRAL,2009,1,7235.0,13.821700069108502,CUBARRAL_2009
CUBARRAL,2010,2,7235.0,27.643400138217004,CUBARRAL_2010
CUBARRAL,2011,1,7235.0,13.821700069108502,CUBARRAL_2011
CUBARRAL,2014,1,7235.0,13.821700069108502,CUBARRAL_2014
CUCUNUBA,2002,2,,,CUCUNUBA_2002
CUCUTA,1986,3,,,CUCUTA_1986
CUCUTA,1987,4,,,CUCUTA_1987
CUCUTA,1988,6,,,CUCUTA_1988
CUCUTA,1989,18,,,CUCUTA_1989
CUCUTA,1990,17,,,CUCUTA_1990
CUCUTA,1991,20,,,CUCUTA_1991
CUCUTA,1992,26,,,CUCUTA_1992
CUCUTA,1993,12,,,CUCUTA_1993
CUCUTA,1994,10,,,CUCUTA_1994
CUCUTA,1995,27,,,CUCUTA_1995
CUCUTA,1996,27,,,CUCUTA_1996
CUCUTA,1997,37,,,CUCUTA_1997
CUCUTA,1998,33,,,CUCUTA_1998
CUCUTA,1999,49,,,CUCUTA_1999
CUCUTA,2000,77,,,CUCUTA_2000
CUCUTA,2001,59,,,CUCUTA_2001
CUCUTA,2002,291,,,CUCUTA_2002
CUCUTA,2003,187,,,CUCUTA_2003
CUCUTA,2004,61,,,CUCUTA_2004
CUCUTA,2005,17,,,CUCUTA_2005
CUCUTA,2006,6,,,CUCUTA_2006
CUCUTA,2007,8,,,CUCUTA_2007
CUCUTA,2008,6,,,CUCUTA_2008
CUCUTA,2009,3,,,CUCUTA_2009
CUCUTA,2010,6,,,CUCUTA_2010
CUCUTA,2011,112,,,CUCUTA_2011
CUCUTA,2012,12,,,CUCUTA_2012
CUCUTA,2013,9,,,CUCUTA_2013
CUCUTA,2014,6,,,CUCUTA_2014
CUCUTA,2016,3,,,CUCUTA_2016
CUCUTA,2017,3,,,CUCUTA_2017
CUCUTA,2018,4,,,CUCUTA_2018
CUCUTA,2019,2,,,CUCUTA_2019
CUCUTA,2020,5,,,CUCUTA_2020
CUCUTA,2021,2,,,CUCUTA_2021
CUCUTA,2022,17,,,CUCUTA_2022
CUCUTA,2023,2,,,CUCUTA_2023
CUCUTILLA,1992,2,8675.0,23.054755043227665,CUCUTILLA_1992
CUCUTILLA,1993,1,8675.0,11.527377521613833,CUCUTILLA_1993
CUCUTILLA,1994,2,8675.0,23.054755043227665,CUCUTILLA_1994
CUCUTILLA,1995,1,8675.0,11.527377521613833,CUCUTILLA_1995
