año,municipio,departamento,categoria,grupo_especifico,tipo_violencia,lat,lon
2012,BALBOA,CAUCA,GUERRILLA,FARC,AT_Atentados_Terroristas,2.084732945,-77.2088133
2012,MAICAO,LA GUAJIRA,GRUPO POSDESMOVILIZACIÓN,,AT_Atentados_Terroristas,11.38157764,-72.29500818
1988,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO PARAMILITAR,OTRO,AT_Atentados_Terroristas,4.316107698,-74.1810727
1976,"BOGOTA, D.C.","BOGOTA, D. C.",DESCONOCIDO,,AT_Atentados_Terroristas,4.316107698,-74.1810727
1975,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO PARAMILITAR,,AT_Atentados_Terroristas,4.316107698,-74.1810727
1976,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,EPL,AT_Atentados_Terroristas,4.316107698,-74.1810727
2011,SAN ANDRES DE TUMACO,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,,AT_Atentados_Terroristas,1.574550638,-78.61540963
2000,RONCESVALLES,TOLIMA,GUERRILLA,FARC,AT_Atentados_Terroristas,4.097861181,-75.59428027
1997,RIOSUCIO,CHOCO,GRUPO ARMADO NO DIRIMIDO,,AT_Atentados_Terroristas,7.375606,-77.35636
2012,SAMANIEGO,NARIÑO,DESCONOCIDO,,AT_Atentados_Terroristas,1.430555262,-77.69179559
2009,CACERES,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,AT_Atentados_Terroristas,7.665155105,-75.22369744
2009,CACERES,ANTIOQUIA,GRUPO POSDESMOVILIZACIÓN,,AT_Atentados_Terroristas,7.578366,-75.35205
2006,BARRANCABERMEJA,SANTANDER,GRUPO POSDESMOVILIZACIÓN,URABEÑOS/AUTODEFENSAS GAITANISTAS DE COLOMBIA/ÁGUILAS NEGRAS/CLAN ÚSUGA,AT_Atentados_Terroristas,7.054074558,-73.78211646
1975,"BOGOTA, D.C.","BOGOTA, D. C.",DESCONOCIDO,,AT_Atentados_Terroristas,4.316107698,-74.1810727
1976,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,M19,AT_Atentados_Terroristas,3.399043723,-76.57649259
2019,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,ELN,AT_Atentados_Terroristas,4.316107698,-74.1810727
2018,ARAUQUITA,ARAUCA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,AT_Atentados_Terroristas,6.84134566,-71.59795501
2005,ARAUCA,ARAUCA,DESCONOCIDO,,AT_Atentados_Terroristas,6.796280825,-70.50921153
1995,MEDELLIN,ANTIOQUIA,DESCONOCIDO,,AT_Atentados_Terroristas,6.250063,-75.578661
1987,TURBO,ANTIOQUIA,DESCONOCIDO,,AT_Atentados_Terroristas,8.173851745,-76.5740377
2021,CORINTO,CAUCA,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,3.173854,-76.261866
2015,ARGELIA,CAUCA,GUERRILLA,FARC,AT_Atentados_Terroristas,2.257427,-77.24905
1983,MEDELLIN,ANTIOQUIA,GUERRILLA,ELN,AT_Atentados_Terroristas,6.250063,-75.578661
2003,FORTUL,ARAUCA,GUERRILLA,FARC,AT_Atentados_Terroristas,6.792738,-71.774279
2007,BUENAVENTURA,VALLE DEL CAUCA,GUERRILLA,FARC,AT_Atentados_Terroristas,3.93032998,-77.35596327
2021,CUCUTA,NORTE DE SANTANDER,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,7.905613,-72.508577
2022,SARAVENA,ARAUCA,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,6.953926,-71.872812
2014,PRADERA,VALLE DEL CAUCA,GUERRILLA,FARC,AT_Atentados_Terroristas,3.419847,-76.241832
2022,EL TAMBO,CAUCA,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,2.451409,-76.810911
2022,ARGELIA,CAUCA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,AT_Atentados_Terroristas,2.384480734,-77.21574486
2022,ARGELIA,CAUCA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,AT_Atentados_Terroristas,2.257427,-77.24905
2022,CALOTO,CAUCA,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,3.034531,-76.408941
2022,"BOGOTA, D.C.","BOGOTA, D. C.",DESCONOCIDO,,AT_Atentados_Terroristas,4.650173,-74.107359
2022,INZA,CAUCA,DESCONOCIDO,,AT_Atentados_Terroristas,2.499058783,-76.13762531
2022,EL ZULIA,NORTE DE SANTANDER,DESCONOCIDO,,AT_Atentados_Terroristas,8.081200092,-72.63152118
2022,GRANADA,META,DESCONOCIDO,,AT_Atentados_Terroristas,3.441051399,-73.7611547
2022,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,4.650173,-74.107359
2022,LA GLORIA,CESAR,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,AT_Atentados_Terroristas,8.588002247,-73.61602384
2022,TIBU,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,AT_Atentados_Terroristas,8.713507237,-72.79925855
2022,PATIA,CAUCA,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,2.157983906,-77.0465762
1948,SAN FRANCISCO,CUNDINAMARCA,BANDOLERISMO,BANDOLERISMO CONSERVADOR,AT_Atentados_Terroristas,4.964100703,-74.27217129
1944,BUCARAMANGA,SANTANDER,AGENTE EXTRANJERO,OTRO,AT_Atentados_Terroristas,7.155833544,-73.11156997
1948,"BOGOTA, D.C.","BOGOTA, D. C.",DESCONOCIDO,,AT_Atentados_Terroristas,4.650173,-74.107359
1948,SABOYA,BOYACA,BANDOLERISMO,BANDOLERISMO CONSERVADOR,AT_Atentados_Terroristas,5.699926051,-73.74799466
1948,ANSERMA,CALDAS,BANDOLERISMO,,AT_Atentados_Terroristas,5.236471,-75.784343
1948,MALAGA,SANTANDER,BANDOLERISMO,BANDOLERISMO CONSERVADOR,AT_Atentados_Terroristas,6.720222349,-72.73841091
1948,SANTIAGO DE CALI,VALLE DEL CAUCA,DESCONOCIDO,,AT_Atentados_Terroristas,3.399043723,-76.57649259
1953,NATAGAIMA,TOLIMA,DESCONOCIDO,,AT_Atentados_Terroristas,3.540518203,-75.12200999
1948,TULUA,VALLE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,AT_Atentados_Terroristas,4.038738498,-76.08903017
1948,TITIRIBI,ANTIOQUIA,DESCONOCIDO,,AT_Atentados_Terroristas,6.06098,-75.791549
1948,TULUA,VALLE DEL CAUCA,DESCONOCIDO,,AT_Atentados_Terroristas,4.038738498,-76.08903017
2023,JAMUNDI,VALLE DEL CAUCA,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,3.213892389,-76.62760418
2016,EL RETORNO,GUAVIARE,GUERRILLA,OTRA DISIDENCIA,AT_Atentados_Terroristas,2.143447362,-72.24364869
2012,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,FARC,AT_Atentados_Terroristas,4.650173,-74.107359
1962,SANTA BARBARA,NARIÑO,DESCONOCIDO,,AT_Atentados_Terroristas,2.449653,-77.979916
1962,PAIME,CUNDINAMARCA,DESCONOCIDO,,AT_Atentados_Terroristas,5.387647345,-74.16395696
2024,MORALES,CAUCA,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,2.773663981,-76.74605152
2024,JAMUNDI,VALLE DEL CAUCA,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,3.260449,-76.539785
1958,ALVARADO,TOLIMA,GRUPO ARMADO NO IDENTIFICADO,,AT_Atentados_Terroristas,4.582625784,-74.98630686
2024,ARGELIA,CAUCA,GUERRILLA,DISIDENCIA FARC,AT_Atentados_Terroristas,2.46383187,-77.23558959
2000,MONTERIA,CORDOBA,GRUPO PARAMILITAR,,AT_Atentados_Terroristas,8.584698016,-75.95055079
1991,JERUSALEN,CUNDINAMARCA,GUERRILLA,FARC,DF_Desaparicion_Forzada,4.571350254,-74.689158536
2004,LA MESA,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.650773167,-74.47321717
1993,YACOPI,CUNDINAMARCA,GRUPO PARAMILITAR,OTRO,DF_Desaparicion_Forzada,5.459290341,-74.33802435
1997,BOJAYA,CHOCO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.474666885,-77.09933025
2000,LLORO,CHOCO,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,5.585101179,-76.38544449
1997,RIOSUCIO,CHOCO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.375606,-77.35636
2006,LA PLATA,HUILA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,DF_Desaparicion_Forzada,2.328076586,-76.00117299
2000,PITALITO,HUILA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,1.848217185,-76.05217643
2004,RIOHACHA,LA GUAJIRA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.24297214,-72.95876315
2000,MAICAO,LA GUAJIRA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.38157764,-72.29500818
2004,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.12189436,-73.88527855
1999,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS DE HERNÁN GIRALDO,DF_Desaparicion_Forzada,11.12189436,-73.88527855
2002,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS DE HERNÁN GIRALDO,DF_Desaparicion_Forzada,11.24746236,-73.83616161
2002,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS DE HERNÁN GIRALDO,DF_Desaparicion_Forzada,11.12189436,-73.88527855
2002,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.24746236,-73.83616161
1997,CHIVOLO,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.139234,-74.41519988
2002,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS DE HERNÁN GIRALDO,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2002,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2000,REMOLINO,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.64860351,-74.58106823
2004,EL CASTILLO,META,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,3.60282633,-73.89445238
1999,FUENTE DE ORO,META,DESCONOCIDO,,DF_Desaparicion_Forzada,3.382370124,-73.59625429
2000,PUERTO CONCORDIA,META,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,2.752260112,-72.7210941
2000,PUERTO GAITAN,META,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE META Y VICHADA,DF_Desaparicion_Forzada,4.005034467,-71.63157428
2005,PUERTO RICO,META,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,2.758083657,-73.13780171
2002,SAN JUAN DE ARAMA,META,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,3.373728,-73.875832
2001,SAN MARTIN,META,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,DF_Desaparicion_Forzada,3.515860962,-72.65672742
2005,VISTAHERMOSA,META,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,2.811616698,-73.66652234
2004,SANTA BARBARA,NARIÑO,GUERRILLA,,DF_Desaparicion_Forzada,2.494420411,-77.98256461
1997,ABREGO,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.081616,-73.221722
1997,ABREGO,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.081616,-73.221722
2002,EL TARRA,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.678263671,-73.0317597
2003,OCAÑA,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.247588,-73.355889
1987,OCAÑA,NORTE DE SANTANDER,AGENTE DEL ESTADO,POLICÍA NACIONAL,DF_Desaparicion_Forzada,8.247588,-73.355889
2001,TIBU,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.713507237,-72.79925855
2001,TIBU,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.713507237,-72.79925855
2003,SABANA DE TORRES,SANTANDER,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.391919,-73.49906
1986,BUCARAMANGA,SANTANDER,AGENTE DEL ESTADO,,DF_Desaparicion_Forzada,7.155833544,-73.11156997
1994,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.064855,-73.849313
1996,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.054074558,-73.78211646
2000,RIONEGRO,SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.607273437,-73.57613564
2004,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.054074558,-73.78211646
1991,CIMITARRA,SANTANDER,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,6.40972961,-74.17030427
1985,CIMITARRA,SANTANDER,AGENTE DEL ESTADO - GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,6.320681868,-73.95258212
1988,EL CARMEN DE CHUCURI,SANTANDER,GRUPO ARMADO NO DIRIMIDO,,DF_Desaparicion_Forzada,6.6221287,-73.64238017
2003,GAMBITA,SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,5.924383558,-73.31939934
1985,PUERTO WILCHES,SANTANDER,DESCONOCIDO,,DF_Desaparicion_Forzada,7.398198257,-73.8354696
1993,RIONEGRO,SANTANDER,GRUPO PARAMILITAR,OTRO,DF_Desaparicion_Forzada,7.474226085,-73.37246417
2001,PALMITO,SUCRE,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,9.334940293,-75.56199027
2003,COYAIMA,TOLIMA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,3.775490271,-75.14720213
1958,COYAIMA,TOLIMA,BANDOLERISMO,,DF_Desaparicion_Forzada,3.775490271,-75.14720213
2001,GUAMO,TOLIMA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.076501341,-74.97657287
2002,LERIDA,TOLIMA,AGENTE DEL ESTADO - GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,4.862046,-74.910716
1982,SAN SEBASTIAN DE MARIQUITA,TOLIMA,GRUPO PARAMILITAR,MUERTE A SECUESTRADORES (MAS),DF_Desaparicion_Forzada,5.235322593,-74.90668089
1995,RIOBLANCO,TOLIMA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,3.468077548,-75.85481103
2000,BUENAVENTURA,VALLE DEL CAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,3.493340766,-77.11872831
2000,BUGALAGRANDE,VALLE DEL CAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.196852991,-76.0896103
2004,JAMUNDI,VALLE DEL CAUCA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,3.260449,-76.539785
2002,ARAUCA,ARAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.796280825,-70.50921153
2004,ARAUCA,ARAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.796280825,-70.50921153
2001,TAME,ARAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.390650479,-71.79178647
2003,CHAMEZA,CASANARE,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,5.228453404,-72.86496804
2003,RECETOR,CASANARE,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL CASANARE (BUITRAGUEÑOS),DF_Desaparicion_Forzada,5.263068507,-72.77081831
1995,PUERTO ASIS,PUTUMAYO,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,DF_Desaparicion_Forzada,0.433884539,-76.52158203
2006,PUERTO ASIS,PUTUMAYO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,0.433884539,-76.52158203
1997,ITUANGO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.17162903,-75.76467317
2005,ITUANGO,ANTIOQUIA,GUERRILLA,,DF_Desaparicion_Forzada,7.319770384,-75.61573865
1996,MUTATA,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),DF_Desaparicion_Forzada,7.296266879,-76.51628596
2000,MUTATA,ANTIOQUIA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.242875057,-76.4358754
2005,SAN CARLOS,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.206130247,-74.75581906
2004,SANTO DOMINGO,ANTIOQUIA,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,6.547472264,-75.20528663
1996,TARAZA,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.580127,-75.401407
1999,TARAZA,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.64124088,-75.52280534
1997,TURBO,ANTIOQUIA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.934321468,-76.71644711
1995,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,8.204324574,-76.52635785
1998,SAN JACINTO,BOLIVAR,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,9.80481703,-75.2073624
2004,FLORENCIA,CAQUETA,DESCONOCIDO,,DF_Desaparicion_Forzada,1.749138704,-75.55823906
2005,MERCADERES,CAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,1.774975206,-77.07902743
1992,VALLEDUPAR,CESAR,GUERRILLA,ELN,DF_Desaparicion_Forzada,10.18171211,-73.58726185
2003,RIOHACHA,LA GUAJIRA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.21722336,-72.79120331
1999,SANTA MARTA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.24746236,-73.83616161
2004,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,11.02151635,-74.20870889
2001,PIVIJAY,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.34616975,-74.29174782
2002,ZONA BANANERA,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.75033565,-74.15865955
2003,CIENAGA,MAGDALENA,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,10.85754552,-74.02500493
2005,PUERTO LOPEZ,META,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE META Y VICHADA,DF_Desaparicion_Forzada,4.318888394,-72.45961299
1997,POLICARPA,NARIÑO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,1.628139,-77.459265
0,YACOPI,CUNDINAMARCA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,DF_Desaparicion_Forzada,5.591910157,-74.36480865
1997,ABREGO,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.081616,-73.221722
1999,LA ESPERANZA,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.692400347,-73.27888876
2002,OCAÑA,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.323755987,-73.3584457
1999,EL PLAYON,SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.557436923,-73.16272514
2004,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,0.4878824745,-77.00193583
2002,CUMARIBO,VICHADA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE META Y VICHADA,DF_Desaparicion_Forzada,4.44444,-69.79869
2005,RIOSUCIO,CHOCO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.375606,-77.35636
1998,PUERTO LIBERTADOR,CORDOBA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,7.711515736,-75.77123224
1993,FLORIDA,VALLE DEL CAUCA,GUERRILLA,,DF_Desaparicion_Forzada,3.304104295,-76.16477307
2001,MORALES,BOLIVAR,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.299921199,-73.77569849
2003,SUPIA,CALDAS,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,5.45295802,-75.64035705
1992,MONTERIA,CORDOBA,DESCONOCIDO,,DF_Desaparicion_Forzada,8.584698016,-75.95055079
2003,VIOTA,CUNDINAMARCA,AGENTE DEL ESTADO - GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,4.436054105,-74.48543339
2001,CUCUTA,NORTE DE SANTANDER,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,8.112041811,-72.48862641
1990,MANI,CASANARE,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,4.675769488,-72.21280273
2000,SAN PABLO,BOLIVAR,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.596465,-74.131113
1998,REMOLINO,MAGDALENA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,10.61141226,-74.66383758
2002,YACOPI,CUNDINAMARCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,5.591910157,-74.36480865
0,FRONTERA PANAMA,EXTERIOR,DESCONOCIDO,,DF_Desaparicion_Forzada,7.649756,-77.470033
0,FRONTERA PANAMA,EXTERIOR,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,7.649756,-77.470033
0,EL RETORNO,GUAVIARE,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,2.143447362,-72.24364869
0,EL RETORNO,GUAVIARE,GRUPO ARMADO NO IDENTIFICADO,,DF_Desaparicion_Forzada,2.143447362,-72.24364869
0,VALLE DEL GUAMUEZ,PUTUMAYO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,DF_Desaparicion_Forzada,0.423506,-76.906751
0,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,,DF_Desaparicion_Forzada,0.42012589,-76.77067026
0,PUERTO ASIS,PUTUMAYO,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,0.433884539,-76.52158203
0,PUERTO ASIS,PUTUMAYO,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,0.433884539,-76.52158203
0,PORE,CASANARE,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,5.663194953,-71.92580806
0,CHAMEZA,CASANARE,DESCONOCIDO,,DF_Desaparicion_Forzada,5.228453404,-72.86496804
0,CHAMEZA,CASANARE,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,5.228453404,-72.86496804
0,YOPAL,CASANARE,GRUPO PARAMILITAR,,DF_Desaparicion_Forzada,5.242744761,-72.25802857
0,TAME,ARAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.390650479,-71.79178647
0,PUERTO RONDON,ARAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.411761829,-70.96678964
0,PUERTO RONDON,ARAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,6.411761829,-70.96678964
2000,TULUA,VALLE DEL CAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.052554729,-75.99784799
0,FLORIDA,VALLE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,DF_Desaparicion_Forzada,3.304104295,-76.16477307
0,FLORIDA,VALLE DEL CAUCA,DESCONOCIDO,,DF_Desaparicion_Forzada,3.304104295,-76.16477307
0,CAICEDONIA,VALLE DEL CAUCA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,DF_Desaparicion_Forzada,4.308997973,-75.83672567
0,SANTIAGO DE CALI,VALLE DEL CAUCA,AGENTE DEL ESTADO,,DF_Desaparicion_Forzada,3.399043723,-76.57649259
0,SANTIAGO DE CALI,VALLE DEL CAUCA,DESCONOCIDO,,DF_Desaparicion_Forzada,3.399043723,-76.57649259
