año_num,año,municipio,departamento,perpetrador,victimas,lat,lon,tipo_violencia
1991,1991,BARRANCABERMEJA,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,6.940800534,-73.76431517,CDB_Dano_Bienes_Civiles
1993,1993,BARRANCABERMEJA,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,6.940800534,-73.76431517,CDB_Dano_Bienes_Civiles
1993,1993,BARRANCABERMEJA,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,6.940800534,-73.76431517,CDB_Dano_Bienes_Civiles
1993,1993,BARRANCABERMEJA,SANTANDER,ELN,0.0,6.940800534,-73.76431517,CDB_Dano_Bienes_Civiles
1994,1994,BARRANCABERMEJA,SANTANDER,FARC,0.0,6.940800534,-73.76431517,CDB_Dano_Bienes_Civiles
1994,1994,BARRANCABERMEJA,SANTANDER,ELN,0.0,6.940800534,-73.76431517,CDB_Dano_Bienes_Civiles
1996,1996,BARRANCABERMEJA,SANTANDER,ELN,0.0,6.940800534,-73.76431517,CDB_Dano_Bienes_Civiles
1996,1996,BARRANCABERMEJA,SANTANDER,ELN,0.0,6.940800534,-73.76431517,CDB_Dano_Bienes_Civiles
2002,2002,BARRANCABERMEJA,SANTANDER,FARC,0.0,6.940800534,-73.76431517,CDB_Dano_Bienes_Civiles
1991,1991,BARRANCABERMEJA,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,7.165216335,-73.84913101,CDB_Dano_Bienes_Civiles
1991,1991,BARRANCABERMEJA,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,7.165216335,-73.84913101,CDB_Dano_Bienes_Civiles
1991,1991,BARRANCABERMEJA,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,7.165216335,-73.84913101,CDB_Dano_Bienes_Civiles
1993,1993,BARRANCABERMEJA,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,7.165216335,-73.84913101,CDB_Dano_Bienes_Civiles
1993,1993,BARRANCABERMEJA,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,7.165216335,-73.84913101,CDB_Dano_Bienes_Civiles
1994,1994,BARRANCABERMEJA,SANTANDER,ELN,0.0,7.165216335,-73.84913101,CDB_Dano_Bienes_Civiles
2000,2000,BARRANCABERMEJA,SANTANDER,ELN,0.0,7.165216335,-73.84913101,CDB_Dano_Bienes_Civiles
1998,1998,BARRANCABERMEJA,SANTANDER,FARC,0.0,7.133004903,-73.55456717,CDB_Dano_Bienes_Civiles
1998,1998,BOLIVAR,SANTANDER,ELN,0.0,6.074534193,-73.75165697,CDB_Dano_Bienes_Civiles
2001,2001,CAPITANEJO,SANTANDER,BLOQUE CENTRAL BOLÍVAR,0.0,6.53318,-72.6992,CDB_Dano_Bienes_Civiles
1965,1965,CHIMA,SANTANDER,ELN,0.0,6.344348,-73.373656,CDB_Dano_Bienes_Civiles
1993,1993,CHIPATA,SANTANDER,FARC,0.0,6.062521,-73.637111,CDB_Dano_Bienes_Civiles
1998,1998,CIMITARRA,SANTANDER,FARC,0.0,6.51892182,-74.10096475,CDB_Dano_Bienes_Civiles
2000,2000,CIMITARRA,SANTANDER,ELN,0.0,6.51892182,-74.10096475,CDB_Dano_Bienes_Civiles
2000,2000,CIMITARRA,SANTANDER,ELN,0.0,6.51892182,-74.10096475,CDB_Dano_Bienes_Civiles
2006,2006,CIMITARRA,SANTANDER,FARC,0.0,6.51892182,-74.10096475,CDB_Dano_Bienes_Civiles
1976,1976,CIMITARRA,SANTANDER,FARC,0.0,6.262816823,-74.29892593,CDB_Dano_Bienes_Civiles
1994,1994,EL PLAYON,SANTANDER,ELN,0.0,7.570443706,-73.23519484,CDB_Dano_Bienes_Civiles
2000,2000,EL PLAYON,SANTANDER,DISIDENCIA EPL,0.0,7.557436923,-73.16272514,CDB_Dano_Bienes_Civiles
1999,1999,EL PLAYON,SANTANDER,DISIDENCIA EPL,0.0,7.586723838,-73.23727526,CDB_Dano_Bienes_Civiles
2004,2004,GIRON,SANTANDER,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,7.072749,-73.168257,CDB_Dano_Bienes_Civiles
2000,2000,LANDAZURI,SANTANDER,FARC,0.0,6.412873953,-73.68499664,CDB_Dano_Bienes_Civiles
1989,1989,LEBRIJA,SANTANDER,ELN,0.0,7.156734429,-73.28141496,CDB_Dano_Bienes_Civiles
1994,1994,LEBRIJA,SANTANDER,ELN,0.0,7.156734429,-73.28141496,CDB_Dano_Bienes_Civiles
1994,1994,PIEDECUESTA,SANTANDER,ELN,0.0,7.015817554,-72.9968425,CDB_Dano_Bienes_Civiles
2000,2000,PIEDECUESTA,SANTANDER,ELN,0.0,7.007936,-73.105959,CDB_Dano_Bienes_Civiles
1995,1995,PUERTO WILCHES,SANTANDER,PRESENCIA GAO SIN ATRIBUCIÓN,0.0,7.227041374,-73.84532186,CDB_Dano_Bienes_Civiles
1990,1990,PUERTO WILCHES,SANTANDER,ELN,0.0,7.246217119,-73.78544308,CDB_Dano_Bienes_Civiles
1998,1998,RIONEGRO,SANTANDER,ELN,0.0,7.406619635,-73.27575497,CDB_Dano_Bienes_Civiles
1991,1991,RIONEGRO,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,7.607273437,-73.57613564,CDB_Dano_Bienes_Civiles
1993,1993,RIONEGRO,SANTANDER,ELN,0.0,7.607273437,-73.57613564,CDB_Dano_Bienes_Civiles
1993,1993,RIONEGRO,SANTANDER,ELN,0.0,7.607273437,-73.57613564,CDB_Dano_Bienes_Civiles
1994,1994,RIONEGRO,SANTANDER,ELN,0.0,7.607273437,-73.57613564,CDB_Dano_Bienes_Civiles
1991,1991,SABANA DE TORRES,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,7.391919,-73.49906,CDB_Dano_Bienes_Civiles
1990,1990,SABANA DE TORRES,SANTANDER,ELN,0.0,7.388309395,-73.55356186,CDB_Dano_Bienes_Civiles
1991,1991,SABANA DE TORRES,SANTANDER,ELN,0.0,7.388309395,-73.55356186,CDB_Dano_Bienes_Civiles
1988,1988,SABANA DE TORRES,SANTANDER,ELN,0.0,7.351504129,-73.64596638,CDB_Dano_Bienes_Civiles
2002,2002,SABANA DE TORRES,SANTANDER,FARC,0.0,7.416363229,-73.44451038,CDB_Dano_Bienes_Civiles
1998,1998,SABANA DE TORRES,SANTANDER,ELN,0.0,7.269877757,-73.49058922,CDB_Dano_Bienes_Civiles
2002,2002,SABANA DE TORRES,SANTANDER,FARC,0.0,7.269877757,-73.49058922,CDB_Dano_Bienes_Civiles
2006,2006,SIMACOTA,SANTANDER,FARC,0.0,6.443471,-73.337368,CDB_Dano_Bienes_Civiles
1998,1998,SIMACOTA,SANTANDER,FARC,0.0,6.745691,-73.845473,CDB_Dano_Bienes_Civiles
1998,1998,SIMACOTA,SANTANDER,FARC,0.0,6.745691,-73.845473,CDB_Dano_Bienes_Civiles
1992,1992,SURATA,SANTANDER,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,7.469437669,-72.98983855,CDB_Dano_Bienes_Civiles
1997,1997,TONA,SANTANDER,ELN,0.0,7.186250037,-72.87820252,CDB_Dano_Bienes_Civiles
1998,1998,TONA,SANTANDER,ELN,0.0,7.186250037,-72.87820252,CDB_Dano_Bienes_Civiles
1999,1999,TONA,SANTANDER,FARC,0.0,7.186250037,-72.87820252,CDB_Dano_Bienes_Civiles
1995,1995,SINCELEJO,SUCRE,FARC,0.0,9.302322,-75.395445,CDB_Dano_Bienes_Civiles
2006,2006,EL ROBLE,SUCRE,FARC,0.0,9.097680881,-75.08645563,CDB_Dano_Bienes_Civiles
2002,2002,GALERAS,SUCRE,FARC,0.0,9.074640585,-74.98422972,CDB_Dano_Bienes_Civiles
2000,2000,LOS PALMITOS,SUCRE,ELN,0.0,9.46380901,-75.21400036,CDB_Dano_Bienes_Civiles
2000,2000,LOS PALMITOS,SUCRE,ELN,0.0,9.46380901,-75.21400036,CDB_Dano_Bienes_Civiles
2002,2002,LOS PALMITOS,SUCRE,FARC,0.0,9.46380901,-75.21400036,CDB_Dano_Bienes_Civiles
2003,2003,MORROA,SUCRE,FARC,0.0,9.374122084,-75.36705246,CDB_Dano_Bienes_Civiles
2001,2001,OVEJAS,SUCRE,FARC,0.0,9.498087994,-75.03915127,CDB_Dano_Bienes_Civiles
2003,2003,OVEJAS,SUCRE,FARC,0.0,9.498087994,-75.03915127,CDB_Dano_Bienes_Civiles
2004,2004,OVEJAS,SUCRE,FARC,0.0,9.571646,-75.206928,CDB_Dano_Bienes_Civiles
2004,2004,SAN BENITO ABAD,SUCRE,FARC,0.0,8.983347347,-75.02206551,CDB_Dano_Bienes_Civiles
2004,2004,SAN BENITO ABAD,SUCRE,FARC,0.0,8.851634392,-75.07185172,CDB_Dano_Bienes_Civiles
2005,2005,SAN JUAN DE BETULIA,SUCRE,FARC,0.0,9.303143921,-75.22838994,CDB_Dano_Bienes_Civiles
2000,2000,SAN ONOFRE,SUCRE,FARC,0.0,9.698326548,-75.61460309,CDB_Dano_Bienes_Civiles
2000,2000,SAN ONOFRE,SUCRE,FARC,0.0,9.698326548,-75.61460309,CDB_Dano_Bienes_Civiles
2000,2000,SAN ONOFRE,SUCRE,FARC,0.0,9.698326548,-75.61460309,CDB_Dano_Bienes_Civiles
2002,2002,SAN ONOFRE,SUCRE,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,9.897567531,-75.573028,CDB_Dano_Bienes_Civiles
2001,2001,SAN ONOFRE,SUCRE,FARC,0.0,9.839074995,-75.48270285,CDB_Dano_Bienes_Civiles
2008,2008,TAME,ARAUCA,FARC,0.0,6.390650479,-71.79178647,CDB_Dano_Bienes_Civiles
2000,2000,SAN ONOFRE,SUCRE,FARC,0.0,9.825355464,-75.43047003,CDB_Dano_Bienes_Civiles
2000,2000,SAN ONOFRE,SUCRE,ELN,0.0,9.825355464,-75.43047003,CDB_Dano_Bienes_Civiles
2000,2000,SAN ONOFRE,SUCRE,ELN,0.0,9.825355464,-75.43047003,CDB_Dano_Bienes_Civiles
2001,2001,SAN ONOFRE,SUCRE,ELN,0.0,9.825355464,-75.43047003,CDB_Dano_Bienes_Civiles
2001,2001,SAN ONOFRE,SUCRE,ELN,0.0,9.825355464,-75.43047003,CDB_Dano_Bienes_Civiles
2000,2000,SAN ONOFRE,SUCRE,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,9.831237517,-75.53983782,CDB_Dano_Bienes_Civiles
1997,1997,SAN ONOFRE,SUCRE,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,10.05931741,-75.57137307,CDB_Dano_Bienes_Civiles
1996,1996,SAN PEDRO,SUCRE,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,9.396284,-75.063652,CDB_Dano_Bienes_Civiles
2001,2001,SAN LUIS DE SINCE,SUCRE,ELN,0.0,9.134698103,-75.11358238,CDB_Dano_Bienes_Civiles
1999,1999,SAN JOSE DE TOLUVIEJO,SUCRE,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,9.451819,-75.44085,CDB_Dano_Bienes_Civiles
2000,2000,SAN JOSE DE TOLUVIEJO,SUCRE,FARC,0.0,9.539752618,-75.41823957,CDB_Dano_Bienes_Civiles
2000,2000,SAN JOSE DE TOLUVIEJO,SUCRE,FARC,0.0,9.539752618,-75.41823957,CDB_Dano_Bienes_Civiles
2000,2000,SAN JOSE DE TOLUVIEJO,SUCRE,FARC,0.0,9.539752618,-75.41823957,CDB_Dano_Bienes_Civiles
2000,2000,SAN JOSE DE TOLUVIEJO,SUCRE,FARC,0.0,9.539752618,-75.41823957,CDB_Dano_Bienes_Civiles
2004,2004,SAN JOSE DE TOLUVIEJO,SUCRE,FARC,0.0,9.539752618,-75.41823957,CDB_Dano_Bienes_Civiles
2003,2003,SAN JOSE DE TOLUVIEJO,SUCRE,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,9.389336016,-75.4340162,CDB_Dano_Bienes_Civiles
1999,1999,SAN JOSE DE TOLUVIEJO,SUCRE,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,9.406896956,-75.49355014,CDB_Dano_Bienes_Civiles
2004,2004,SAN JOSE DE TOLUVIEJO,SUCRE,FARC,2.0,9.442507801,-75.41101225,CDB_Dano_Bienes_Civiles
2004,2004,SAN JOSE DE TOLUVIEJO,SUCRE,FARC,0.0,9.442507801,-75.41101225,CDB_Dano_Bienes_Civiles
2007,2007,IBAGUE,TOLIMA,FARC,0.0,4.556652,-75.321373,CDB_Dano_Bienes_Civiles
2001,2001,IBAGUE,TOLIMA,FARC,0.0,4.496133,-75.074741,CDB_Dano_Bienes_Civiles
1993,1993,IBAGUE,TOLIMA,FARC,0.0,4.540785,-75.076448,CDB_Dano_Bienes_Civiles
2007,2007,IBAGUE,TOLIMA,FARC,0.0,4.490906,-75.286886,CDB_Dano_Bienes_Civiles
2002,2002,IBAGUE,TOLIMA,FARC,0.0,4.400237,-75.290514,CDB_Dano_Bienes_Civiles
2004,2004,IBAGUE,TOLIMA,FARC,0.0,4.400237,-75.290514,CDB_Dano_Bienes_Civiles
2000,2000,ALPUJARRA,TOLIMA,FARC,0.0,3.455037257,-74.88460145,CDB_Dano_Bienes_Civiles
2007,2007,ANZOATEGUI,TOLIMA,ELN,0.0,4.685645558,-75.03342507,CDB_Dano_Bienes_Civiles
2013,2013,ATACO,TOLIMA,FARC,0.0,3.590591,-75.382545,CDB_Dano_Bienes_Civiles
2000,2000,ATACO,TOLIMA,FARC,0.0,3.397816313,-75.60687957,CDB_Dano_Bienes_Civiles
1995,1995,ATACO,TOLIMA,FARC,0.0,3.323621917,-75.61243966,CDB_Dano_Bienes_Civiles
2012,2012,CAJAMARCA,TOLIMA,FARC,0.0,4.397336176,-75.44477939,CDB_Dano_Bienes_Civiles
2012,2012,CAJAMARCA,TOLIMA,FARC,0.0,4.397336176,-75.44477939,CDB_Dano_Bienes_Civiles
1999,1999,CHAPARRAL,TOLIMA,FARC,0.0,3.649679579,-75.58491068,CDB_Dano_Bienes_Civiles
2009,2009,COELLO,TOLIMA,FARC,0.0,4.287276,-74.898464,CDB_Dano_Bienes_Civiles
2009,2009,CUNDAY,TOLIMA,FARC,0.0,3.864015396,-74.71143886,CDB_Dano_Bienes_Civiles
2009,2009,CUNDAY,TOLIMA,FARC,0.0,3.864015396,-74.71143886,CDB_Dano_Bienes_Civiles
1999,1999,DOLORES,TOLIMA,FARC,0.0,3.539073,-74.896754,CDB_Dano_Bienes_Civiles
2009,2009,DOLORES,TOLIMA,FARC,0.0,3.636264917,-74.76822408,CDB_Dano_Bienes_Civiles
2001,2001,HERVEO,TOLIMA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,5.049927881,-75.32813831,CDB_Dano_Bienes_Civiles
2007,2007,HERVEO,TOLIMA,ELN,0.0,5.133978029,-75.19440419,CDB_Dano_Bienes_Civiles
2002,2002,HERVEO,TOLIMA,ELN,0.0,5.133682559,-75.14289028,CDB_Dano_Bienes_Civiles
2003,2003,ICONONZO,TOLIMA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,4.176487,-74.531969,CDB_Dano_Bienes_Civiles
2000,2000,LERIDA,TOLIMA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,4.799772148,-74.93664693,CDB_Dano_Bienes_Civiles
2003,2003,LIBANO,TOLIMA,ELN,0.0,4.949387903,-74.99446424,CDB_Dano_Bienes_Civiles
1989,1989,NATAGAIMA,TOLIMA,ELN,0.0,3.403212013,-75.19105127,CDB_Dano_Bienes_Civiles
2002,2002,NATAGAIMA,TOLIMA,FARC,0.0,3.530417138,-75.1048454,CDB_Dano_Bienes_Civiles
2005,2005,NATAGAIMA,TOLIMA,FARC,0.0,3.530417138,-75.1048454,CDB_Dano_Bienes_Civiles
2000,2000,ORTEGA,TOLIMA,FARC,0.0,3.811402144,-75.3320995,CDB_Dano_Bienes_Civiles
2009,2009,ORTEGA,TOLIMA,FARC,0.0,3.811402144,-75.3320995,CDB_Dano_Bienes_Civiles
1993,1993,PLANADAS,TOLIMA,FARC,0.0,3.275245932,-75.74692537,CDB_Dano_Bienes_Civiles
1995,1995,RIOBLANCO,TOLIMA,FARC,0.0,3.285629458,-75.81865177,CDB_Dano_Bienes_Civiles
1999,1999,RIOBLANCO,TOLIMA,FARC,0.0,3.285629458,-75.81865177,CDB_Dano_Bienes_Civiles
1997,1997,RIOBLANCO,TOLIMA,FARC,0.0,3.386750682,-75.7097785,CDB_Dano_Bienes_Civiles
1998,1998,RIOBLANCO,TOLIMA,FARC,0.0,3.386750682,-75.7097785,CDB_Dano_Bienes_Civiles
1999,1999,RIOBLANCO,TOLIMA,FARC,0.0,3.386750682,-75.7097785,CDB_Dano_Bienes_Civiles
1999,1999,RIOBLANCO,TOLIMA,FARC,0.0,3.386750682,-75.7097785,CDB_Dano_Bienes_Civiles
2000,2000,RIOBLANCO,TOLIMA,FARC,0.0,3.386750682,-75.7097785,CDB_Dano_Bienes_Civiles
2000,2000,RIOBLANCO,TOLIMA,FARC,0.0,3.386750682,-75.7097785,CDB_Dano_Bienes_Civiles
2001,2001,RIOBLANCO,TOLIMA,FARC,0.0,3.386750682,-75.7097785,CDB_Dano_Bienes_Civiles
2001,2001,ROVIRA,TOLIMA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,4.239019,-75.240648,CDB_Dano_Bienes_Civiles
2006,2006,VENADILLO,TOLIMA,FARC,0.0,4.772326289,-75.01558732,CDB_Dano_Bienes_Civiles
2003,2003,VENADILLO,TOLIMA,FARC,0.0,4.778396927,-74.95714643,CDB_Dano_Bienes_Civiles
1999,1999,SANTIAGO DE CALI,VALLE DEL CAUCA,FARC,0.0,3.414162,-76.521469,CDB_Dano_Bienes_Civiles
1995,1995,SANTIAGO DE CALI,VALLE DEL CAUCA,ELN,0.0,3.328525378,-76.63365392,CDB_Dano_Bienes_Civiles
1996,1996,SANTIAGO DE CALI,VALLE DEL CAUCA,ELN,0.0,3.3784994,-76.61653466,CDB_Dano_Bienes_Civiles
1996,1996,SANTIAGO DE CALI,VALLE DEL CAUCA,ELN,0.0,3.3784994,-76.61653466,CDB_Dano_Bienes_Civiles
2013,2013,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.875708,-77.01074,CDB_Dano_Bienes_Civiles
2002,2002,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.808294,-76.86669,CDB_Dano_Bienes_Civiles
2002,2002,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.808294,-76.86669,CDB_Dano_Bienes_Civiles
2002,2002,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.808294,-76.86669,CDB_Dano_Bienes_Civiles
1991,1991,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.874686792,-76.92714248,CDB_Dano_Bienes_Civiles
2003,2003,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.874686792,-76.92714248,CDB_Dano_Bienes_Civiles
2011,2011,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.874686792,-76.92714248,CDB_Dano_Bienes_Civiles
2000,2000,BUENAVENTURA,VALLE DEL CAUCA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,3.742372925,-76.96586985,CDB_Dano_Bienes_Civiles
2003,2003,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.86053217,-76.85555065,CDB_Dano_Bienes_Civiles
2006,2006,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.86053217,-76.85555065,CDB_Dano_Bienes_Civiles
2011,2011,BUENAVENTURA,VALLE DEL CAUCA,FARC,0.0,3.86053217,-76.85555065,CDB_Dano_Bienes_Civiles
1999,1999,GUADALAJARA DE BUGA,VALLE DEL CAUCA,FARC,0.0,3.879641235,-76.09868193,CDB_Dano_Bienes_Civiles
1999,1999,BUGALAGRANDE,VALLE DEL CAUCA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,4.111149262,-76.04128997,CDB_Dano_Bienes_Civiles
1999,1999,BUGALAGRANDE,VALLE DEL CAUCA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,4.111149262,-76.04128997,CDB_Dano_Bienes_Civiles
2001,2001,BUGALAGRANDE,VALLE DEL CAUCA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,4.208358,-76.15682,CDB_Dano_Bienes_Civiles
1997,1997,CANDELARIA,VALLE DEL CAUCA,FARC,2.0,3.407761,-76.346663,CDB_Dano_Bienes_Civiles
2009,2009,DAGUA,VALLE DEL CAUCA,FARC,0.0,3.572290157,-76.64649209,CDB_Dano_Bienes_Civiles
1991,1991,DAGUA,VALLE DEL CAUCA,FARC,1.0,3.528454393,-76.71213721,CDB_Dano_Bienes_Civiles
2001,2001,DAGUA,VALLE DEL CAUCA,FARC,0.0,3.528454393,-76.71213721,CDB_Dano_Bienes_Civiles
2003,2003,DAGUA,VALLE DEL CAUCA,FARC,0.0,3.761381417,-76.66616392,CDB_Dano_Bienes_Civiles
2010,2010,DAGUA,VALLE DEL CAUCA,FARC,0.0,3.761381417,-76.66616392,CDB_Dano_Bienes_Civiles
2016,2016,DAGUA,VALLE DEL CAUCA,ELN,0.0,3.576638,-76.619895,CDB_Dano_Bienes_Civiles
1998,1998,EL CERRITO,VALLE DEL CAUCA,ELN,0.0,3.6120629,-76.27186854,CDB_Dano_Bienes_Civiles
2002,2002,FLORIDA,VALLE DEL CAUCA,FARC,0.0,3.322898757,-76.17890952,CDB_Dano_Bienes_Civiles
2000,2000,JAMUNDI,VALLE DEL CAUCA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,3.18769568,-76.63202199,CDB_Dano_Bienes_Civiles
2000,2000,JAMUNDI,VALLE DEL CAUCA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,3.269027257,-76.62602739,CDB_Dano_Bienes_Civiles
1991,1991,JAMUNDI,VALLE DEL CAUCA,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0.0,3.123183517,-76.62396293,CDB_Dano_Bienes_Civiles
2012,2012,JAMUNDI,VALLE DEL CAUCA,FARC,0.0,3.123183517,-76.62396293,CDB_Dano_Bienes_Civiles
2006,2006,TULUA,VALLE DEL CAUCA,FARC,0.0,4.085335,-76.19761,CDB_Dano_Bienes_Civiles
1999,1999,TULUA,VALLE DEL CAUCA,ELN,0.0,4.045135771,-76.11424573,CDB_Dano_Bienes_Civiles
1999,1999,TULUA,VALLE DEL CAUCA,ELN,0.0,4.045135771,-76.11424573,CDB_Dano_Bienes_Civiles
1999,1999,TULUA,VALLE DEL CAUCA,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,3.96472659,-76.06033237,CDB_Dano_Bienes_Civiles
1996,1996,YOTOCO,VALLE DEL CAUCA,ELN,0.0,3.874460412,-76.45911701,CDB_Dano_Bienes_Civiles
2000,2000,ARAUCA,ARAUCA,FARC,0.0,7.077359,-70.74635,CDB_Dano_Bienes_Civiles
2013,2013,ARAUQUITA,ARAUCA,ELN,0.0,7.026988,-71.426747,CDB_Dano_Bienes_Civiles
2013,2013,ARAUQUITA,ARAUCA,ELN,0.0,7.026988,-71.426747,CDB_Dano_Bienes_Civiles
1986,1986,ARAUQUITA,ARAUCA,ELN,0.0,7.021781365,-71.38508157,CDB_Dano_Bienes_Civiles
1986,1986,ARAUQUITA,ARAUCA,ELN,0.0,7.021781365,-71.38508157,CDB_Dano_Bienes_Civiles
1986,1986,ARAUQUITA,ARAUCA,ELN,0.0,7.021781365,-71.38508157,CDB_Dano_Bienes_Civiles
1988,1988,ARAUQUITA,ARAUCA,ELN,0.0,7.021781365,-71.38508157,CDB_Dano_Bienes_Civiles
1988,1988,ARAUQUITA,ARAUCA,ELN,0.0,7.021781365,-71.38508157,CDB_Dano_Bienes_Civiles
1996,1996,ARAUQUITA,ARAUCA,ELN,0.0,7.021781365,-71.38508157,CDB_Dano_Bienes_Civiles
1997,1997,ARAUQUITA,ARAUCA,ELN,0.0,7.021781365,-71.38508157,CDB_Dano_Bienes_Civiles
1996,1996,ARAUQUITA,ARAUCA,FARC,0.0,6.84134566,-71.59795501,CDB_Dano_Bienes_Civiles
1990,1990,ARAUQUITA,ARAUCA,ELN,0.0,6.961532629,-71.6231548,CDB_Dano_Bienes_Civiles
1991,1991,ARAUQUITA,ARAUCA,ELN,0.0,6.961532629,-71.6231548,CDB_Dano_Bienes_Civiles
1995,1995,ARAUQUITA,ARAUCA,ELN,0.0,6.961532629,-71.6231548,CDB_Dano_Bienes_Civiles
1999,1999,ARAUQUITA,ARAUCA,FARC,0.0,6.961532629,-71.6231548,CDB_Dano_Bienes_Civiles
2000,2000,ARAUQUITA,ARAUCA,FARC,0.0,6.961532629,-71.6231548,CDB_Dano_Bienes_Civiles
2002,2002,ARAUQUITA,ARAUCA,FARC,4.0,6.961532629,-71.6231548,CDB_Dano_Bienes_Civiles
2012,2012,ARAUQUITA,ARAUCA,FARC,0.0,6.884643338,-71.52125046,CDB_Dano_Bienes_Civiles
2013,2013,ARAUQUITA,ARAUCA,FARC,0.0,6.822938689,-71.22582054,CDB_Dano_Bienes_Civiles
2013,2013,ARAUQUITA,ARAUCA,FARC,0.0,6.822938689,-71.22582054,CDB_Dano_Bienes_Civiles
1997,1997,ARAUQUITA,ARAUCA,ELN,0.0,6.943347081,-71.21638381,CDB_Dano_Bienes_Civiles
2013,2013,FORTUL,ARAUCA,FARC,0.0,6.792738,-71.774279,CDB_Dano_Bienes_Civiles
2012,2012,FORTUL,ARAUCA,ELN,0.0,6.714002169,-71.69281577,CDB_Dano_Bienes_Civiles
1996,1996,FORTUL,ARAUCA,FARC,0.0,6.744935177,-71.7131086,CDB_Dano_Bienes_Civiles
2016,2016,SARAVENA,ARAUCA,ELN,0.0,6.953926,-71.872812,CDB_Dano_Bienes_Civiles
2002,2002,SARAVENA,ARAUCA,FARC,0.0,7.010793984,-71.78369607,CDB_Dano_Bienes_Civiles
1990,1990,TAME,ARAUCA,ELN,0.0,6.450575,-71.75892,CDB_Dano_Bienes_Civiles
2008,2008,TAME,ARAUCA,FARC,0.0,6.491362929,-71.55897219,CDB_Dano_Bienes_Civiles
2009,2009,TAME,ARAUCA,FARC,0.0,6.491362929,-71.55897219,CDB_Dano_Bienes_Civiles
2010,2010,TAME,ARAUCA,FARC,0.0,6.525475,-71.501554,CDB_Dano_Bienes_Civiles
2012,2012,TAME,ARAUCA,FARC,0.0,6.525475,-71.501554,CDB_Dano_Bienes_Civiles
2012,2012,TAME,ARAUCA,FARC,0.0,6.525475,-71.501554,CDB_Dano_Bienes_Civiles
2008,2008,TAME,ARAUCA,FARC,0.0,6.539898,-71.345754,CDB_Dano_Bienes_Civiles
2012,2012,TAME,ARAUCA,FARC,0.0,6.539898,-71.345754,CDB_Dano_Bienes_Civiles
1997,1997,AGUAZUL,CASANARE,ELN,0.0,5.226498805,-72.67387024,CDB_Dano_Bienes_Civiles
1998,1998,AGUAZUL,CASANARE,FARC,0.0,5.256674304,-72.69728386,CDB_Dano_Bienes_Civiles
1994,1994,AGUAZUL,CASANARE,ELN,0.0,5.100675341,-72.45852372,CDB_Dano_Bienes_Civiles
1996,1996,AGUAZUL,CASANARE,FARC,0.0,5.100675341,-72.45852372,CDB_Dano_Bienes_Civiles
1998,1998,HATO COROZAL,CASANARE,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0.0,6.254,-71.109,CDB_Dano_Bienes_Civiles
