departamento,municipio,municipio_id,year,loss_ha,key
Caldas,Marmato,MARMATO,2005,3,MARMATO_2005
Caldas,Marquetalia,MARQUETALIA,2005,14,MARQUETALIA_2005
Caldas,Marulanda,MARULANDA,2005,11,MARULANDA_2005
Caldas,Neira,NEIRA,2005,41,NEIRA_2005
Caldas,Norcasia,NORCASIA,2005,347,NORCASIA_2005
Caldas,Palestina,PALESTINA,2005,71,PALESTINA_2005
Caldas,Pensilvania,PENSILVANIA,2005,66,PENSILVANIA_2005
Caldas,Pácora,PACORA,2005,26,PACORA_2005
Caldas,Riosucio,RIOSUCIO,2005,100,RIOSUCIO_2005
Caldas,Risaralda,RISARALDA,2005,32,RISARALDA_2005
Caldas,Salamina,SALAMINA,2005,17,SALAMINA_2005
Caldas,Samaná,SAMANA,2005,174,SAMANA_2005
Caldas,San José,SAN JOSE,2005,24,SAN JOSE_2005
Caldas,Supía,SUPIA,2005,14,SUPIA_2005
Caldas,Victoria,VICTORIA,2005,251,VICTORIA_2005
Caldas,Villamaría,VILLAMARIA,2005,26,VILLAMARIA_2005
Caldas,Viterbo,VITERBO,2005,18,VITERBO_2005
Caquetá,Albania,ALBANIA,2005,174,ALBANIA_2005
Caquetá,Belén de los Andaquies,BELEN DE LOS ANDAQUIES,2005,539,BELEN DE LOS ANDAQUIES_2005
Caquetá,Cartagena del Chairá,CARTAGENA DEL CHAIRA,2005,7125,CARTAGENA DEL CHAIRA_2005
Caquetá,Curillo,CURILLO,2005,208,CURILLO_2005
Caquetá,El Doncello,EL DONCELLO,2005,864,EL DONCELLO_2005
Caquetá,El Paujíl,EL PAUJIL,2005,873,EL PAUJIL_2005
Caquetá,Florencia,FLORENCIA,2005,915,FLORENCIA_2005
Caquetá,La Montañita,LA MONTANITA,2005,1711,LA MONTANITA_2005
Caquetá,Milán,MILAN,2005,1299,MILAN_2005
Caquetá,Morelia,MORELIA,2005,77,MORELIA_2005
Caquetá,Puerto Rico,PUERTO RICO,2005,2124,PUERTO RICO_2005
Caquetá,San José del Fragua,SAN JOSE DEL FRAGUA,2005,243,SAN JOSE DEL FRAGUA_2005
Caquetá,San Vicente del Caguán,SAN VICENTE DEL CAGUAN,2005,12180,SAN VICENTE DEL CAGUAN_2005
Caquetá,Solano,SOLANO,2005,4073,SOLANO_2005
Caquetá,Solita,SOLITA,2005,500,SOLITA_2005
Caquetá,Valparaíso,VALPARAISO,2005,1023,VALPARAISO_2005
Casanare,Aguazul,AGUAZUL,2005,321,AGUAZUL_2005
Casanare,Chámeza,CHAMEZA,2005,33,CHAMEZA_2005
Casanare,Hato Corozal,HATO COROZAL,2005,511,HATO COROZAL_2005
Casanare,La Salina,LA SALINA,2005,18,LA SALINA_2005
Casanare,Maní,MANI,2005,228,MANI_2005
Casanare,Monterrey,MONTERREY,2005,34,MONTERREY_2005
Casanare,Nunchía,NUNCHIA,2005,524,NUNCHIA_2005
Casanare,Orocué,OROCUE,2005,74,OROCUE_2005
Casanare,Paz de Ariporo,PAZ DE ARIPORO,2005,433,PAZ DE ARIPORO_2005
Casanare,Pore,PORE,2005,213,PORE_2005
Casanare,Recetor,RECETOR,2005,10,RECETOR_2005
Casanare,Sabanalarga,SABANALARGA,2005,18,SABANALARGA_2005
Casanare,San Luis de Palenque,SAN LUIS DE PALENQUE,2005,199,SAN LUIS DE PALENQUE_2005
Casanare,Sácama,SACAMA,2005,35,SACAMA_2005
Casanare,Tauramena,TAURAMENA,2005,206,TAURAMENA_2005
Casanare,Trinidad,TRINIDAD,2005,300,TRINIDAD_2005
Casanare,Támara,TAMARA,2005,219,TAMARA_2005
Casanare,Villanueva,VILLANUEVA,2005,141,VILLANUEVA_2005
Casanare,Yopal,YOPAL,2005,862,YOPAL_2005
Cauca,Almaguer,ALMAGUER,2005,31,ALMAGUER_2005
Cauca,Argelia,ARGELIA,2005,288,ARGELIA_2005
Cauca,Balboa,BALBOA,2005,52,BALBOA_2005
Cauca,Bolívar,BOLIVAR,2005,121,BOLIVAR_2005
Cauca,Buenos Aires,BUENOS AIRES,2005,144,BUENOS AIRES_2005
Cauca,Cajibío,CAJIBIO,2005,326,CAJIBIO_2005
Cauca,Caldonó,CALDONO,2005,89,CALDONO_2005
Cauca,Caloto,CALOTO,2005,47,CALOTO_2005
Cauca,Corinto,CORINTO,2005,97,CORINTO_2005
Cauca,El Tambo,EL TAMBO,2005,1206,EL TAMBO_2005
Cauca,Florencia,FLORENCIA,2005,9,FLORENCIA_2005
Cauca,Guapí,GUAPI,2005,64,GUAPI_2005
Cauca,Inzá,INZA,2005,84,INZA_2005
Cauca,Jambaló,JAMBALO,2005,54,JAMBALO_2005
Cauca,La Sierra,LA SIERRA,2005,24,LA SIERRA_2005
Cauca,La Vega,LA VEGA,2005,151,LA VEGA_2005
Cauca,López de Micay,LOPEZ DE MICAY,2005,189,LOPEZ DE MICAY_2005
Cauca,Mercaderes,MERCADERES,2005,42,MERCADERES_2005
Cauca,Miranda,MIRANDA,2005,26,MIRANDA_2005
Cauca,Morales,MORALES,2005,135,MORALES_2005
Cauca,Padilla,PADILLA,2005,1,PADILLA_2005
Cauca,Patía,PATIA,2005,81,PATIA_2005
Cauca,Piamonte,PIAMONTE,2005,511,PIAMONTE_2005
Cauca,Piendamó,PIENDAMO,2005,87,PIENDAMO_2005
Cauca,Popayán,POPAYAN,2005,241,POPAYAN_2005
Cauca,Puerto Tejada,PUERTO TEJADA,2005,2,PUERTO TEJADA_2005
Cauca,Puracé,PURACE,2005,41,PURACE_2005
Cauca,Páez,PAEZ,2005,282,PAEZ_2005
Cauca,Rosas,ROSAS,2005,23,ROSAS_2005
Cauca,San Sebastián,SAN SEBASTIAN,2005,46,SAN SEBASTIAN_2005
Cauca,Santa Rosa,SANTA ROSA,2005,99,SANTA ROSA_2005
Cauca,Santander de Quilichao,SANTANDER DE QUILICHAO,2005,110,SANTANDER DE QUILICHAO_2005
Cauca,Silvia,SILVIA,2005,147,SILVIA_2005
Cauca,Sotará,SOTARA,2005,176,SOTARA_2005
Cauca,Sucre,SUCRE,2005,38,SUCRE_2005
Cauca,Suárez,SUAREZ,2005,69,SUAREZ_2005
Cauca,Timbiquí,TIMBIQUI,2005,128,TIMBIQUI_2005
Cauca,Timbío,TIMBIO,2005,42,TIMBIO_2005
Cauca,Toribío,TORIBIO,2005,82,TORIBIO_2005
Cauca,Totoró,TOTORO,2005,84,TOTORO_2005
Cauca,Villa Rica,VILLA RICA,2005,1,VILLA RICA_2005
Cesar,Aguachica,AGUACHICA,2005,91,AGUACHICA_2005
Cesar,Agustín Codazzi,AGUSTIN CODAZZI,2005,304,AGUSTIN CODAZZI_2005
Cesar,Astrea,ASTREA,2005,225,ASTREA_2005
Cesar,Becerríl,BECERRIL,2005,142,BECERRIL_2005
Cesar,Bosconia,BOSCONIA,2005,89,BOSCONIA_2005
Cesar,Chimichagua,CHIMICHAGUA,2005,586,CHIMICHAGUA_2005
Cesar,Chiriguaná,CHIRIGUANA,2005,177,CHIRIGUANA_2005
Cesar,Curumaní,CURUMANI,2005,130,CURUMANI_2005
Cesar,El Copey,EL COPEY,2005,246,EL COPEY_2005
Cesar,El Paso,EL PASO,2005,260,EL PASO_2005
Cesar,Gamarra,GAMARRA,2005,31,GAMARRA_2005
Cesar,González,GONZALEZ,2005,21,GONZALEZ_2005
Cesar,La Gloria,LA GLORIA,2005,181,LA GLORIA_2005
Cesar,La Jagua de Ibirico,LA JAGUA DE IBIRICO,2005,115,LA JAGUA DE IBIRICO_2005
Cesar,La Paz,LA PAZ,2005,202,LA PAZ_2005
Cesar,Manaure,MANAURE,2005,35,MANAURE_2005
Cesar,Pailitas,PAILITAS,2005,110,PAILITAS_2005
Cesar,Pelaya,PELAYA,2005,192,PELAYA_2005
Cesar,Pueblo Bello,PUEBLO BELLO,2005,70,PUEBLO BELLO_2005
Cesar,Río de Oro,RIO DE ORO,2005,79,RIO DE ORO_2005
Cesar,San Alberto,SAN ALBERTO,2005,114,SAN ALBERTO_2005
Cesar,San Diego,SAN DIEGO,2005,227,SAN DIEGO_2005
Cesar,San Martín,SAN MARTIN,2005,168,SAN MARTIN_2005
Cesar,Tamalameque,TAMALAMEQUE,2005,173,TAMALAMEQUE_2005
Cesar,Valledupar,VALLEDUPAR,2005,868,VALLEDUPAR_2005
Chocó,Acandí,ACANDI,2005,477,ACANDI_2005
Chocó,Alto Baudó,ALTO BAUDO,2005,49,ALTO BAUDO_2005
Chocó,Atrato,ATRATO,2005,5,ATRATO_2005
Chocó,Bagadó,BAGADO,2005,15,BAGADO_2005
Chocó,Bahía Solano,BAHIA SOLANO,2005,2,BAHIA SOLANO_2005
Chocó,Bajo Baudó,BAJO BAUDO,2005,85,BAJO BAUDO_2005
Chocó,Belén de Bajirá,BELEN DE BAJIRA,2005,842,BELEN DE BAJIRA_2005
Chocó,Bojayá,BOJAYA,2005,76,BOJAYA_2005
Chocó,Condotó,CONDOTO,2005,36,CONDOTO_2005
Chocó,Cértegui,CERTEGUI,2005,1,CERTEGUI_2005
Chocó,El Cantón del San Pablo,EL CANTON DEL SAN PABLO,2005,26,EL CANTON DEL SAN PABLO_2005
Chocó,El Carmen de Atrato,EL CARMEN DE ATRATO,2005,29,EL CARMEN DE ATRATO_2005
Chocó,El Carmen del Darién,EL CARMEN DEL DARIEN,2005,361,EL CARMEN DEL DARIEN_2005
Chocó,El Litoral del San Juan,EL LITORAL DEL SAN JUAN,2005,14,EL LITORAL DEL SAN JUAN_2005
Chocó,Istmina,ISTMINA,2005,53,ISTMINA_2005
Chocó,Juradó,JURADO,2005,27,JURADO_2005
Chocó,Lloró,LLORO,2005,8,LLORO_2005
Chocó,Medio Atrato,MEDIO ATRATO,2005,11,MEDIO ATRATO_2005
Chocó,Medio Baudó,MEDIO BAUDO,2005,30,MEDIO BAUDO_2005
Chocó,Medio San Juan,MEDIO SAN JUAN,2005,9,MEDIO SAN JUAN_2005
Chocó,Nuquí,NUQUI,2005,10,NUQUI_2005
Chocó,Nóvita,NOVITA,2005,105,NOVITA_2005
Chocó,Quibdó,QUIBDO,2005,30,QUIBDO_2005
Chocó,Riosucio,RIOSUCIO,2005,316,RIOSUCIO_2005
Chocó,Río Iro,RIO IRO,2005,18,RIO IRO_2005
Chocó,Río Quito,RIO QUITO,2005,25,RIO QUITO_2005
Chocó,San José del Palmar,SAN JOSE DEL PALMAR,2005,76,SAN JOSE DEL PALMAR_2005
Chocó,Sipí,SIPI,2005,100,SIPI_2005
Chocó,Tadó,TADO,2005,11,TADO_2005
Chocó,Unguía,UNGUIA,2005,185,UNGUIA_2005
Chocó,Unión Panamericana,UNION PANAMERICANA,2005,4,UNION PANAMERICANA_2005
Cundinamarca,Agua de Díos,AGUA DE DIOS,2005,14,AGUA DE DIOS_2005
Cundinamarca,Albán,ALBAN,2005,4,ALBAN_2005
Cundinamarca,Anapoima,ANAPOIMA,2005,9,ANAPOIMA_2005
Cundinamarca,Anolaima,ANOLAIMA,2005,14,ANOLAIMA_2005
Cundinamarca,Arbeláez,ARBELAEZ,2005,12,ARBELAEZ_2005
Cundinamarca,Beltrán,BELTRAN,2005,31,BELTRAN_2005
Cundinamarca,Bituima,BITUIMA,2005,4,BITUIMA_2005
Cundinamarca,Bojacá,BOJACA,2005,13,BOJACA_2005
Cundinamarca,Cabrera,CABRERA,2005,18,CABRERA_2005
Cundinamarca,Cachipay,CACHIPAY,2005,7,CACHIPAY_2005
Cundinamarca,Cajicá,CAJICA,2005,8,CAJICA_2005
Cundinamarca,Caparrapí,CAPARRAPI,2005,162,CAPARRAPI_2005
Cundinamarca,Carmen de Carupa,CARMEN DE CARUPA,2005,6,CARMEN DE CARUPA_2005
Cundinamarca,Chaguaní,CHAGUANI,2005,11,CHAGUANI_2005
Cundinamarca,Chipaque,CHIPAQUE,2005,12,CHIPAQUE_2005
Cundinamarca,Choachí,CHOACHI,2005,10,CHOACHI_2005
Cundinamarca,Chocontá,CHOCONTA,2005,35,CHOCONTA_2005
Cundinamarca,Chía,CHIA,2005,8,CHIA_2005
Cundinamarca,Cogua,COGUA,2005,25,COGUA_2005
Cundinamarca,Cota,COTA,2005,19,COTA_2005
Cundinamarca,Cucunubá,CUCUNUBA,2005,2,CUCUNUBA_2005
Cundinamarca,Cáqueza,CAQUEZA,2005,8,CAQUEZA_2005
Cundinamarca,El Colegio,EL COLEGIO,2005,8,EL COLEGIO_2005
Cundinamarca,El Peñon,EL PENON,2005,10,EL PENON_2005
Cundinamarca,El Rosal,EL ROSAL,2005,8,EL ROSAL_2005
Cundinamarca,Facatativá,FACATATIVA,2005,31,FACATATIVA_2005
Cundinamarca,Fosca,FOSCA,2005,6,FOSCA_2005
Cundinamarca,Funza,FUNZA,2005,13,FUNZA_2005
Cundinamarca,Fusagasugá,FUSAGASUGA,2005,29,FUSAGASUGA_2005
Cundinamarca,Fómeque,FOMEQUE,2005,9,FOMEQUE_2005
Cundinamarca,Fúquene,FUQUENE,2005,2,FUQUENE_2005
Cundinamarca,Gachalá,GACHALA,2005,3,GACHALA_2005
Cundinamarca,Gachancipá,GACHANCIPA,2005,10,GACHANCIPA_2005
Cundinamarca,Gachetá,GACHETA,2005,16,GACHETA_2005
Cundinamarca,Gama,GAMA,2005,2,GAMA_2005
Cundinamarca,Girardot,GIRARDOT,2005,44,GIRARDOT_2005
Cundinamarca,Granada,GRANADA,2005,11,GRANADA_2005
Cundinamarca,Guachetá,GUACHETA,2005,1,GUACHETA_2005
Cundinamarca,Guaduas,GUADUAS,2005,101,GUADUAS_2005
Cundinamarca,Guasca,GUASCA,2005,23,GUASCA_2005
Cundinamarca,Guataquí,GUATAQUI,2005,51,GUATAQUI_2005
Cundinamarca,Guatavita,GUATAVITA,2005,12,GUATAVITA_2005
Cundinamarca,Guayabal de Síquima,GUAYABAL DE SIQUIMA,2005,2,GUAYABAL DE SIQUIMA_2005
Cundinamarca,Guayabetal,GUAYABETAL,2005,15,GUAYABETAL_2005
Cundinamarca,Gutiérrez,GUTIERREZ,2005,29,GUTIERREZ_2005
Cundinamarca,Jerusalén,JERUSALEN,2005,49,JERUSALEN_2005
Cundinamarca,Junín,JUNIN,2005,8,JUNIN_2005
Cundinamarca,La Calera,LA CALERA,2005,40,LA CALERA_2005
Cundinamarca,La Mesa,LA MESA,2005,32,LA MESA_2005
Cundinamarca,La Palma,LA PALMA,2005,31,LA PALMA_2005
Cundinamarca,La Peña,LA PENA,2005,12,LA PENA_2005
Cundinamarca,La Vega,LA VEGA,2005,15,LA VEGA_2005
Cundinamarca,Lenguazaque,LENGUAZAQUE,2005,9,LENGUAZAQUE_2005
Cundinamarca,Machetá,MACHETA,2005,15,MACHETA_2005
Cundinamarca,Madrid,MADRID,2005,18,MADRID_2005
Cundinamarca,Manta,MANTA,2005,4,MANTA_2005
Cundinamarca,Medina,MEDINA,2005,98,MEDINA_2005
Cundinamarca,Mosquera,MOSQUERA,2005,7,MOSQUERA_2005
Cundinamarca,Nariño,NARINO,2005,24,NARINO_2005
Cundinamarca,Nemocón,NEMOCON,2005,31,NEMOCON_2005
Cundinamarca,Nilo,NILO,2005,43,NILO_2005
Cundinamarca,Nimaima,NIMAIMA,2005,6,NIMAIMA_2005
Cundinamarca,Nocaima,NOCAIMA,2005,2,NOCAIMA_2005
Cundinamarca,Pacho,PACHO,2005,9,PACHO_2005
Cundinamarca,Paime,PAIME,2005,11,PAIME_2005
Cundinamarca,Pandi,PANDI,2005,13,PANDI_2005
Cundinamarca,Paratebueno,PARATEBUENO,2005,207,PARATEBUENO_2005
Cundinamarca,Pasca,PASCA,2005,23,PASCA_2005
Cundinamarca,Puerto Salgar,PUERTO SALGAR,2005,71,PUERTO SALGAR_2005
Cundinamarca,Pulí,PULI,2005,25,PULI_2005
Cundinamarca,Quebradanegra,QUEBRADANEGRA,2005,5,QUEBRADANEGRA_2005
Cundinamarca,Quetame,QUETAME,2005,4,QUETAME_2005
Cundinamarca,Quipile,QUIPILE,2005,14,QUIPILE_2005
Cundinamarca,Rafael Reyes,RAFAEL REYES,2005,7,RAFAEL REYES_2005
Cundinamarca,Ricaurte,RICAURTE,2005,10,RICAURTE_2005
Cundinamarca,San Antonio del Tequendama,SAN ANTONIO DEL TEQUENDAMA,2005,5,SAN ANTONIO DEL TEQUENDAMA_2005
Cundinamarca,San Bernardo,SAN BERNARDO,2005,28,SAN BERNARDO_2005
Cundinamarca,San Cayetano,SAN CAYETANO,2005,14,SAN CAYETANO_2005
Cundinamarca,San Francisco,SAN FRANCISCO,2005,4,SAN FRANCISCO_2005
Cundinamarca,San Juan de Río Seco,SAN JUAN DE RIO SECO,2005,26,SAN JUAN DE RIO SECO_2005
Cundinamarca,Sasaima,SASAIMA,2005,3,SASAIMA_2005
Cundinamarca,Sesquilé,SESQUILE,2005,12,SESQUILE_2005
Cundinamarca,Sibaté,SIBATE,2005,13,SIBATE_2005
Cundinamarca,Silvania,SILVANIA,2005,14,SILVANIA_2005
Cundinamarca,Simijaca,SIMIJACA,2005,7,SIMIJACA_2005
Cundinamarca,Soacha,SOACHA,2005,19,SOACHA_2005
Cundinamarca,Sopó,SOPO,2005,5,SOPO_2005
Cundinamarca,Subachoque,SUBACHOQUE,2005,13,SUBACHOQUE_2005
Cundinamarca,Suesca,SUESCA,2005,37,SUESCA_2005
Cundinamarca,Supatá,SUPATA,2005,4,SUPATA_2005
Cundinamarca,Susa,SUSA,2005,5,SUSA_2005
Cundinamarca,Sutatausa,SUTATAUSA,2005,3,SUTATAUSA_2005
Cundinamarca,Tabio,TABIO,2005,4,TABIO_2005
Cundinamarca,Tausa,TAUSA,2005,37,TAUSA_2005
Cundinamarca,Tena,TENA,2005,6,TENA_2005
Cundinamarca,Tenjo,TENJO,2005,8,TENJO_2005
Cundinamarca,Tibacuy,TIBACUY,2005,3,TIBACUY_2005
Cundinamarca,Tibirita,TIBIRITA,2005,1,TIBIRITA_2005
Cundinamarca,Tocancipá,TOCANCIPA,2005,15,TOCANCIPA_2005
Cundinamarca,Tocaíma,TOCAIMA,2005,26,TOCAIMA_2005
Cundinamarca,Topaipí,TOPAIPI,2005,6,TOPAIPI_2005
Cundinamarca,Ubalá,UBALA,2005,10,UBALA_2005
Cundinamarca,Ubaqué,UBAQUE,2005,9,UBAQUE_2005
Cundinamarca,Une,UNE,2005,14,UNE_2005
Cundinamarca,Venecia,VENECIA,2005,13,VENECIA_2005
Cundinamarca,Vergara,VERGARA,2005,3,VERGARA_2005
Cundinamarca,Vianí,VIANI,2005,2,VIANI_2005
Cundinamarca,Villa de San Diego de Ubaté,VILLA DE SAN DIEGO DE UBATE,2005,4,VILLA DE SAN DIEGO DE UBATE_2005
Cundinamarca,Villagómez,VILLAGOMEZ,2005,1,VILLAGOMEZ_2005
Cundinamarca,Villapinzón,VILLAPINZON,2005,12,VILLAPINZON_2005
Cundinamarca,Villeta,VILLETA,2005,6,VILLETA_2005
Cundinamarca,Viotá,VIOTA,2005,26,VIOTA_2005
Cundinamarca,Yacopí,YACOPI,2005,335,YACOPI_2005
Cundinamarca,Zipacón,ZIPACON,2005,17,ZIPACON_2005
Cundinamarca,Zipaquirá,ZIPAQUIRA,2005,56,ZIPAQUIRA_2005
Cundinamarca,Útica,UTICA,2005,3,UTICA_2005
Córdoba,Ayapel,AYAPEL,2005,391,AYAPEL_2005
Córdoba,Buenavista,BUENAVISTA,2005,117,BUENAVISTA_2005
Córdoba,Canalete,CANALETE,2005,113,CANALETE_2005
Córdoba,Cereté,CERETE,2005,5,CERETE_2005
Córdoba,Chimá,CHIMA,2005,18,CHIMA_2005
Córdoba,Chinú,CHINU,2005,75,CHINU_2005
Córdoba,Ciénaga de Oro,CIENAGA DE ORO,2005,303,CIENAGA DE ORO_2005
Córdoba,Cotorra,COTORRA,2005,1,COTORRA_2005
Córdoba,La Apartada,LA APARTADA,2005,12,LA APARTADA_2005
Córdoba,Los Córdobas,LOS CORDOBAS,2005,90,LOS CORDOBAS_2005
Córdoba,Momil,MOMIL,2005,8,MOMIL_2005
Córdoba,Montelíbano,MONTELIBANO,2005,645,MONTELIBANO_2005
Córdoba,Montería,MONTERIA,2005,468,MONTERIA_2005
Córdoba,Moñitos,MONITOS,2005,36,MONITOS_2005
Córdoba,Planeta Rica,PLANETA RICA,2005,276,PLANETA RICA_2005
Córdoba,Pueblo Nuevo,PUEBLO NUEVO,2005,221,PUEBLO NUEVO_2005
Córdoba,Puerto Escondido,PUERTO ESCONDIDO,2005,90,PUERTO ESCONDIDO_2005
Córdoba,Puerto Libertador,PUERTO LIBERTADOR,2005,506,PUERTO LIBERTADOR_2005
Córdoba,Purísima,PURISIMA,2005,4,PURISIMA_2005
Córdoba,San Andrés de Sotavento,SAN ANDRES DE SOTAVENTO,2005,10,SAN ANDRES DE SOTAVENTO_2005
Córdoba,San Antero,SAN ANTERO,2005,10,SAN ANTERO_2005
Córdoba,San Bernardino de Sahagún,SAN BERNARDINO DE SAHAGUN,2005,105,SAN BERNARDINO DE SAHAGUN_2005
Córdoba,San Bernardo del Viento,SAN BERNARDO DEL VIENTO,2005,16,SAN BERNARDO DEL VIENTO_2005
Córdoba,San Carlos,SAN CARLOS,2005,104,SAN CARLOS_2005
Córdoba,San Pelayo,SAN PELAYO,2005,41,SAN PELAYO_2005
Córdoba,Santa Cruz de Lorica,SANTA CRUZ DE LORICA,2005,71,SANTA CRUZ DE LORICA_2005
Córdoba,Tierralta,TIERRALTA,2005,1603,TIERRALTA_2005
Córdoba,Valencia,VALENCIA,2005,391,VALENCIA_2005
Guainía,Barranco Minas,BARRANCO MINAS,2005,71,BARRANCO MINAS_2005
Guainía,Cacahual,CACAHUAL,2005,32,CACAHUAL_2005
Guainía,La Guadalupe,LA GUADALUPE,2005,6,LA GUADALUPE_2005
Guainía,Mapiripana,MAPIRIPANA,2005,114,MAPIRIPANA_2005
Guainía,Morichal Nuevo,MORICHAL NUEVO,2005,137,MORICHAL NUEVO_2005
Guainía,Pana Pana,PANA PANA,2005,70,PANA PANA_2005
Guainía,Puerto Colombia,PUERTO COLOMBIA,2005,132,PUERTO COLOMBIA_2005
Guainía,Puerto Inírida,PUERTO INIRIDA,2005,935,PUERTO INIRIDA_2005
Guainía,San Felipe,SAN FELIPE,2005,9,SAN FELIPE_2005
Guaviare,Calamar,CALAMAR,2005,1571,CALAMAR_2005
Guaviare,El Retorno,EL RETORNO,2005,1451,EL RETORNO_2005
Guaviare,Miraflores,MIRAFLORES,2005,928,MIRAFLORES_2005
Guaviare,San José del Guaviare,SAN JOSE DEL GUAVIARE,2005,2501,SAN JOSE DEL GUAVIARE_2005
Huila,Acevedo,ACEVEDO,2005,115,ACEVEDO_2005
Huila,Agrado,AGRADO,2005,127,AGRADO_2005
Huila,Aipe,AIPE,2005,90,AIPE_2005
Huila,Algeciras,ALGECIRAS,2005,179,ALGECIRAS_2005
Huila,Altamira,ALTAMIRA,2005,178,ALTAMIRA_2005
Huila,Baraya,BARAYA,2005,101,BARAYA_2005
Huila,Campoalegre,CAMPOALEGRE,2005,87,CAMPOALEGRE_2005
Huila,Colombia,COLOMBIA,2005,233,COLOMBIA_2005
Huila,Elías,ELIAS,2005,20,ELIAS_2005
Huila,Garzón,GARZON,2005,277,GARZON_2005
Huila,Gigante,GIGANTE,2005,268,GIGANTE_2005
Huila,Guadalupe,GUADALUPE,2005,57,GUADALUPE_2005
Huila,Hobo,HOBO,2005,17,HOBO_2005
Huila,Iquira,IQUIRA,2005,58,IQUIRA_2005
Huila,Isnos,ISNOS,2005,93,ISNOS_2005
Huila,La Argentina,LA ARGENTINA,2005,70,LA ARGENTINA_2005
Huila,La Plata,LA PLATA,2005,250,LA PLATA_2005
Huila,Neiva,NEIVA,2005,212,NEIVA_2005
Huila,Nátaga,NATAGA,2005,16,NATAGA_2005
Huila,Oporapa,OPORAPA,2005,37,OPORAPA_2005
Huila,Paicol,PAICOL,2005,72,PAICOL_2005
Huila,Palermo,PALERMO,2005,130,PALERMO_2005
Huila,Palestina,PALESTINA,2005,35,PALESTINA_2005
Huila,Pital,PITAL,2005,82,PITAL_2005
Huila,Pitalito,PITALITO,2005,143,PITALITO_2005
Huila,Rivera,RIVERA,2005,56,RIVERA_2005
Huila,Saladoblanco,SALADOBLANCO,2005,66,SALADOBLANCO_2005
Huila,San Agustín,SAN AGUSTIN,2005,78,SAN AGUSTIN_2005
Huila,Santa María,SANTA MARIA,2005,95,SANTA MARIA_2005
Huila,Suazá,SUAZA,2005,87,SUAZA_2005
Huila,Tarquí,TARQUI,2005,109,TARQUI_2005
Huila,Tello,TELLO,2005,97,TELLO_2005
Huila,Teruel,TERUEL,2005,30,TERUEL_2005
Huila,Tesalia,TESALIA,2005,109,TESALIA_2005
Huila,Timaná,TIMANA,2005,43,TIMANA_2005
Huila,Villavieja,VILLAVIEJA,2005,26,VILLAVIEJA_2005
Huila,Yaguará,YAGUARA,2005,34,YAGUARA_2005
La Guajira,Barrancas,BARRANCAS,2005,383,BARRANCAS_2005
La Guajira,Dibulla,DIBULLA,2005,295,DIBULLA_2005
La Guajira,Distracción,DISTRACCION,2005,91,DISTRACCION_2005
La Guajira,El Molino,EL MOLINO,2005,23,EL MOLINO_2005
La Guajira,Fonseca,FONSECA,2005,470,FONSECA_2005
La Guajira,Hatonuevo,HATONUEVO,2005,134,HATONUEVO_2005
La Guajira,La Jagua del Pilar,LA JAGUA DEL PILAR,2005,22,LA JAGUA DEL PILAR_2005
La Guajira,Maicao,MAICAO,2005,353,MAICAO_2005
La Guajira,Manaure,MANAURE,2005,5,MANAURE_2005
La Guajira,Riohacha,RIOHACHA,2005,655,RIOHACHA_2005
La Guajira,San Juan del Cesar,SAN JUAN DEL CESAR,2005,377,SAN JUAN DEL CESAR_2005
La Guajira,Uribía,URIBIA,2005,27,URIBIA_2005
La Guajira,Urumita,URUMITA,2005,20,URUMITA_2005
La Guajira,Villanueva,VILLANUEVA,2005,26,VILLANUEVA_2005
Magdalena,Algarrobo,ALGARROBO,2005,86,ALGARROBO_2005
Magdalena,Aracataca,ARACATACA,2005,131,ARACATACA_2005
Magdalena,Ariguaní,ARIGUANI,2005,145,ARIGUANI_2005
Magdalena,Cerro de San Antonio,CERRO DE SAN ANTONIO,2005,2,CERRO DE SAN ANTONIO_2005
Magdalena,Chivolo,CHIVOLO,2005,126,CHIVOLO_2005
Magdalena,Ciénaga,CIENAGA,2005,114,CIENAGA_2005
Magdalena,Concordia,CONCORDIA,2005,1,CONCORDIA_2005
Magdalena,El Banco,EL BANCO,2005,343,EL BANCO_2005
Magdalena,El Piñón,EL PINON,2005,26,EL PINON_2005
Magdalena,El Retén,EL RETEN,2005,36,EL RETEN_2005
Magdalena,Fundación,FUNDACION,2005,115,FUNDACION_2005
Magdalena,Guamal,GUAMAL,2005,91,GUAMAL_2005
Magdalena,Nueva Granada,NUEVA GRANADA,2005,40,NUEVA GRANADA_2005
Magdalena,Pedraza,PEDRAZA,2005,20,PEDRAZA_2005
Magdalena,Pijiño del Carmen,PIJINO DEL CARMEN,2005,182,PIJINO DEL CARMEN_2005
Magdalena,Pivijay,PIVIJAY,2005,210,PIVIJAY_2005
Magdalena,Plato,PLATO,2005,239,PLATO_2005
Magdalena,Pueblo Viejo,PUEBLO VIEJO,2005,19,PUEBLO VIEJO_2005
Magdalena,Remolino,REMOLINO,2005,22,REMOLINO_2005
Magdalena,Sabanas de San Angel,SABANAS DE SAN ANGEL,2005,594,SABANAS DE SAN ANGEL_2005
Magdalena,Salamina,SALAMINA,2005,12,SALAMINA_2005
Magdalena,San Sebastián de Buenavista,SAN SEBASTIAN DE BUENAVISTA,2005,106,SAN SEBASTIAN DE BUENAVISTA_2005
Magdalena,San Zenón,SAN ZENON,2005,24,SAN ZENON_2005
